# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le[erg/s], Lebar[erg/s], Te[MeV], Tebar[Mev]
#Nr: 122080
4.000000e-01 3.361924e+00 4.350630e+06 2.714224e+03 4.974947e-01 2.6350e+52 1.1738e+47 3.3709e+00 2.1047e+00
4.010000e-01 3.360464e+00 4.347397e+06 2.712905e+03 4.974962e-01 2.8315e+52 1.1869e+47 3.3970e+00 2.1185e+00
4.020000e-01 3.358979e+00 4.344097e+06 2.711573e+03 4.974980e-01 3.0931e+52 1.2033e+47 3.4209e+00 2.1322e+00
4.030000e-01 3.357474e+00 4.340741e+06 2.710227e+03 4.975000e-01 3.4254e+52 1.2172e+47 3.4420e+00 2.1477e+00
4.040000e-01 3.355953e+00 4.337339e+06 2.708867e+03 4.975023e-01 3.8278e+52 1.2332e+47 3.4616e+00 2.1629e+00
4.050000e-01 3.354422e+00 4.333901e+06 2.707494e+03 4.975048e-01 4.3201e+52 1.2467e+47 3.4832e+00 2.1793e+00
4.060000e-01 3.352886e+00 4.330440e+06 2.706106e+03 4.975076e-01 4.8459e+52 1.2595e+47 3.5112e+00 2.1967e+00
4.070000e-01 3.351350e+00 4.326969e+06 2.704705e+03 4.975107e-01 5.4518e+52 1.2712e+47 3.5311e+00 2.2151e+00
4.080000e-01 3.349821e+00 4.323504e+06 2.703289e+03 4.975140e-01 6.2459e+52 1.2771e+47 3.5396e+00 2.2380e+00
4.090000e-01 3.348146e+00 4.320058e+06 2.701858e+03 4.975175e-01 7.2355e+52 1.2492e+47 3.5510e+00 2.2679e+00
4.100000e-01 3.346372e+00 4.316646e+06 2.700414e+03 4.975213e-01 8.4110e+52 1.2346e+47 3.5591e+00 2.2911e+00
4.110000e-01 3.344606e+00 4.313281e+06 2.698954e+03 4.975253e-01 9.7297e+52 1.2308e+47 3.5883e+00 2.3209e+00
4.120000e-01 3.342852e+00 4.309974e+06 2.697480e+03 4.975296e-01 1.0897e+53 1.2318e+47 3.6487e+00 2.3535e+00
4.130000e-01 3.341087e+00 4.306740e+06 2.695991e+03 4.975342e-01 1.1626e+53 1.2356e+47 3.7383e+00 2.3874e+00
4.140000e-01 3.339378e+00 4.303606e+06 2.694487e+03 4.975390e-01 1.1506e+53 1.2366e+47 3.8475e+00 2.4309e+00
4.150000e-01 3.337791e+00 4.300616e+06 2.692968e+03 4.975441e-01 9.9282e+52 1.2655e+47 3.9594e+00 2.5207e+00
4.160000e-01 3.336348e+00 4.297796e+06 2.691434e+03 4.975495e-01 7.5801e+52 2.2385e+50 4.0070e+00 3.0578e+00
4.170000e-01 3.335059e+00 4.295152e+06 2.689885e+03 4.975552e-01 2.8096e+53 7.9832e+50 4.9873e+00 4.4036e+00
4.180000e-01 3.334412e+00 4.292280e+06 2.688322e+03 4.975539e-01 5.5475e+53 1.0502e+51 5.7792e+00 4.5039e+00
4.190000e-01 3.334209e+00 4.289423e+06 2.686745e+03 4.975479e-01 4.4790e+53 1.4323e+51 5.5961e+00 4.3326e+00
4.200000e-01 3.334088e+00 4.286864e+06 2.685154e+03 4.975422e-01 3.8600e+53 1.6503e+51 5.4118e+00 4.1229e+00
4.210000e-01 3.334036e+00 4.284579e+06 2.683551e+03 4.975368e-01 3.3992e+53 1.9992e+51 5.1582e+00 4.0698e+00
4.220000e-01 3.334036e+00 4.282539e+06 2.681934e+03 4.975316e-01 3.3006e+53 2.4249e+51 5.0592e+00 4.0153e+00
4.230000e-01 3.334075e+00 4.280717e+06 2.680304e+03 4.975268e-01 3.3452e+53 2.9736e+51 4.9094e+00 4.1588e+00
4.240000e-01 3.334139e+00 4.279088e+06 2.678662e+03 4.975224e-01 3.0766e+53 3.4548e+51 4.7420e+00 4.3526e+00
4.250000e-01 3.334214e+00 4.277626e+06 2.677008e+03 4.975182e-01 2.8030e+53 3.5601e+51 4.6283e+00 4.3827e+00
4.260000e-01 3.334287e+00 4.276307e+06 2.675341e+03 4.975144e-01 2.1548e+53 3.4566e+51 4.3625e+00 4.2707e+00
4.270000e-01 3.334346e+00 4.275108e+06 2.673662e+03 4.975109e-01 1.6803e+53 3.5579e+51 4.1039e+00 4.1588e+00
4.280000e-01 3.334376e+00 4.274006e+06 2.671970e+03 4.975078e-01 1.3686e+53 4.1171e+51 3.9198e+00 4.0689e+00
4.290000e-01 3.334345e+00 4.272984e+06 2.670267e+03 4.975050e-01 1.1807e+53 5.2270e+51 3.8107e+00 4.0415e+00
4.300000e-01 3.334253e+00 4.272021e+06 2.668550e+03 4.975026e-01 1.1361e+53 6.9505e+51 3.7453e+00 4.0908e+00
4.310000e-01 3.333884e+00 4.271103e+06 2.666822e+03 4.975005e-01 1.2713e+53 8.8371e+51 3.7845e+00 4.1460e+00
4.320000e-01 3.333472e+00 4.270213e+06 2.665080e+03 4.974989e-01 1.3923e+53 1.0946e+52 3.8060e+00 4.1795e+00
4.330000e-01 3.333007e+00 4.269338e+06 2.663326e+03 4.974976e-01 1.3285e+53 1.2507e+52 3.7641e+00 4.2110e+00
4.340000e-01 3.332486e+00 4.268463e+06 2.661558e+03 4.974967e-01 1.2029e+53 1.3606e+52 3.7182e+00 4.2442e+00
4.350000e-01 3.331913e+00 4.267576e+06 2.659777e+03 4.974962e-01 1.1478e+53 1.4668e+52 3.6460e+00 4.2130e+00
4.360000e-01 3.331289e+00 4.266667e+06 2.657983e+03 4.974961e-01 1.1243e+53 1.6170e+52 3.5787e+00 4.2359e+00
4.370000e-01 3.330615e+00 4.265724e+06 2.656174e+03 4.974964e-01 1.0687e+53 1.7418e+52 3.5569e+00 4.2902e+00
4.380000e-01 3.329896e+00 4.264739e+06 2.654351e+03 4.974971e-01 9.6924e+52 1.7721e+52 3.5325e+00 4.2970e+00
4.390000e-01 3.329133e+00 4.263706e+06 2.652514e+03 4.974982e-01 8.9309e+52 1.8442e+52 3.5025e+00 4.2597e+00
4.400000e-01 3.328331e+00 4.262617e+06 2.650661e+03 4.974997e-01 8.1356e+52 1.9392e+52 3.4429e+00 4.2359e+00
4.410000e-01 3.327492e+00 4.261470e+06 2.648794e+03 4.975016e-01 7.7183e+52 2.0048e+52 3.3952e+00 4.2476e+00
4.420000e-01 3.326623e+00 4.260261e+06 2.646912e+03 4.975039e-01 7.4138e+52 2.0620e+52 3.3695e+00 4.2424e+00
4.430000e-01 3.325707e+00 4.259002e+06 2.645014e+03 4.975067e-01 7.2469e+52 2.0616e+52 3.3601e+00 4.2257e+00
4.440000e-01 3.324533e+00 4.257717e+06 2.643100e+03 4.975098e-01 6.9918e+52 2.0836e+52 3.3647e+00 4.1866e+00
4.450000e-01 3.323332e+00 4.256428e+06 2.641170e+03 4.975134e-01 6.4169e+52 2.1300e+52 3.3541e+00 4.1689e+00
4.460000e-01 3.322117e+00 4.255149e+06 2.639225e+03 4.975174e-01 5.8002e+52 2.1594e+52 3.3549e+00 4.1937e+00
4.470000e-01 3.320934e+00 4.253892e+06 2.637263e+03 4.975217e-01 5.6328e+52 2.1583e+52 3.3587e+00 4.2093e+00
4.480000e-01 3.319805e+00 4.252665e+06 2.635286e+03 4.975265e-01 5.3743e+52 2.1941e+52 3.3409e+00 4.2013e+00
4.490000e-01 3.318709e+00 4.251475e+06 2.633292e+03 4.975317e-01 5.3136e+52 2.3088e+52 3.3571e+00 4.2379e+00
4.500000e-01 3.317712e+00 4.250324e+06 2.631282e+03 4.975372e-01 5.1031e+52 2.5367e+52 3.3400e+00 4.2909e+00
4.510000e-01 3.316838e+00 4.249209e+06 2.629256e+03 4.975432e-01 4.8781e+52 2.9004e+52 3.3481e+00 4.3588e+00
4.520000e-01 3.316099e+00 4.248123e+06 2.627214e+03 4.975495e-01 4.9588e+52 3.2259e+52 3.3507e+00 4.3748e+00
4.530000e-01 3.315968e+00 4.246124e+06 2.625155e+03 4.975499e-01 5.2694e+52 3.3729e+52 3.3578e+00 4.3623e+00
4.540000e-01 3.316455e+00 4.243296e+06 2.623082e+03 4.975431e-01 5.4026e+52 3.4197e+52 3.3577e+00 4.3456e+00
4.550000e-01 3.316948e+00 4.240853e+06 2.620994e+03 4.975368e-01 5.5898e+52 3.6267e+52 3.3565e+00 4.3768e+00
4.560000e-01 3.317435e+00 4.238760e+06 2.618892e+03 4.975311e-01 5.6297e+52 3.9707e+52 3.3607e+00 4.4522e+00
4.570000e-01 3.317903e+00 4.236983e+06 2.616775e+03 4.975259e-01 5.2289e+52 4.1272e+52 3.3399e+00 4.4982e+00
4.580000e-01 3.318333e+00 4.235485e+06 2.614643e+03 4.975212e-01 4.8760e+52 3.9064e+52 3.3275e+00 4.4927e+00
4.590000e-01 3.318686e+00 4.234232e+06 2.612497e+03 4.975170e-01 4.8395e+52 3.6056e+52 3.3244e+00 4.4538e+00
4.600000e-01 3.318959e+00 4.233190e+06 2.610337e+03 4.975134e-01 4.6333e+52 3.3947e+52 3.3006e+00 4.4220e+00
4.610000e-01 3.319155e+00 4.232329e+06 2.608162e+03 4.975103e-01 4.5062e+52 3.2414e+52 3.2738e+00 4.3997e+00
4.620000e-01 3.319098e+00 4.231619e+06 2.605971e+03 4.975077e-01 4.2175e+52 3.2015e+52 3.2737e+00 4.3535e+00
4.630000e-01 3.318858e+00 4.231033e+06 2.603766e+03 4.975057e-01 4.0800e+52 3.2074e+52 3.2921e+00 4.3326e+00
4.640000e-01 3.318555e+00 4.230545e+06 2.601546e+03 4.975041e-01 3.9112e+52 3.2607e+52 3.2823e+00 4.3322e+00
4.650000e-01 3.318189e+00 4.230132e+06 2.599310e+03 4.975031e-01 3.9462e+52 3.4594e+52 3.2583e+00 4.3353e+00
4.660000e-01 3.317763e+00 4.229772e+06 2.597059e+03 4.975027e-01 4.1230e+52 3.6686e+52 3.2386e+00 4.3438e+00
4.670000e-01 3.317280e+00 4.229444e+06 2.594791e+03 4.975027e-01 4.0628e+52 3.6676e+52 3.2455e+00 4.3477e+00
4.680000e-01 3.316745e+00 4.229130e+06 2.592507e+03 4.975033e-01 4.1381e+52 3.6320e+52 3.3148e+00 4.3466e+00
4.690000e-01 3.316163e+00 4.228813e+06 2.590206e+03 4.975045e-01 4.1891e+52 3.6685e+52 3.3463e+00 4.3445e+00
4.700000e-01 3.315538e+00 4.228477e+06 2.587889e+03 4.975063e-01 4.0383e+52 3.7657e+52 3.3348e+00 4.3673e+00
4.710000e-01 3.314700e+00 4.228109e+06 2.585554e+03 4.975085e-01 3.5131e+52 3.8149e+52 3.2864e+00 4.3912e+00
4.720000e-01 3.313721e+00 4.227701e+06 2.583201e+03 4.975114e-01 3.2481e+52 3.8346e+52 3.2520e+00 4.3873e+00
4.730000e-01 3.312689e+00 4.227256e+06 2.580831e+03 4.975148e-01 3.1272e+52 3.9485e+52 3.2359e+00 4.3880e+00
4.740000e-01 3.311618e+00 4.226785e+06 2.578442e+03 4.975188e-01 3.3000e+52 4.0730e+52 3.2459e+00 4.3835e+00
4.750000e-01 3.310517e+00 4.226292e+06 2.576036e+03 4.975233e-01 3.5139e+52 4.0516e+52 3.2479e+00 4.3767e+00
4.760000e-01 3.309397e+00 4.225780e+06 2.573610e+03 4.975284e-01 3.7109e+52 4.0053e+52 3.2805e+00 4.3743e+00
4.770000e-01 3.308268e+00 4.225254e+06 2.571167e+03 4.975341e-01 3.8307e+52 3.9334e+52 3.2977e+00 4.3294e+00
4.780000e-01 3.307148e+00 4.224719e+06 2.568704e+03 4.975402e-01 3.9007e+52 3.9298e+52 3.3142e+00 4.3228e+00
4.790000e-01 3.306130e+00 4.224181e+06 2.566223e+03 4.975470e-01 3.4747e+52 3.9880e+52 3.3205e+00 4.3433e+00
4.800000e-01 3.305630e+00 4.223093e+06 2.563723e+03 4.975502e-01 3.0633e+52 3.9695e+52 3.3182e+00 4.3557e+00
4.810000e-01 3.306278e+00 4.221055e+06 2.561207e+03 4.975432e-01 2.8711e+52 3.8775e+52 3.2919e+00 4.3562e+00
4.820000e-01 3.307000e+00 4.219836e+06 2.558674e+03 4.975367e-01 2.8517e+52 3.8974e+52 3.2713e+00 4.3633e+00
4.830000e-01 3.307793e+00 4.219436e+06 2.556126e+03 4.975309e-01 2.7160e+52 3.9256e+52 3.2662e+00 4.3828e+00
4.840000e-01 3.308651e+00 4.219845e+06 2.553563e+03 4.975257e-01 2.6722e+52 3.8724e+52 3.2817e+00 4.4059e+00
4.850000e-01 3.309569e+00 4.221046e+06 2.550986e+03 4.975211e-01 2.7507e+52 3.8430e+52 3.2995e+00 4.3986e+00
4.860000e-01 3.310542e+00 4.223013e+06 2.548395e+03 4.975172e-01 2.8424e+52 3.8000e+52 3.3402e+00 4.4123e+00
4.870000e-01 3.311505e+00 4.225718e+06 2.545791e+03 4.975140e-01 2.9525e+52 3.8251e+52 3.3609e+00 4.4197e+00
4.880000e-01 3.312278e+00 4.229129e+06 2.543174e+03 4.975116e-01 3.0289e+52 3.8571e+52 3.3581e+00 4.4121e+00
4.890000e-01 3.313124e+00 4.233218e+06 2.540546e+03 4.975098e-01 2.9536e+52 3.9254e+52 3.3480e+00 4.4135e+00
4.900000e-01 3.314036e+00 4.237951e+06 2.537905e+03 4.975088e-01 2.9089e+52 4.0263e+52 3.3593e+00 4.4196e+00
4.910000e-01 3.315027e+00 4.243286e+06 2.535253e+03 4.975084e-01 2.9639e+52 4.1616e+52 3.3512e+00 4.4259e+00
4.920000e-01 3.316076e+00 4.249177e+06 2.532590e+03 4.975087e-01 3.0583e+52 4.3311e+52 3.3604e+00 4.4348e+00
4.930000e-01 3.317171e+00 4.255575e+06 2.529917e+03 4.975097e-01 3.1631e+52 4.4427e+52 3.3745e+00 4.4584e+00
4.940000e-01 3.318332e+00 4.262422e+06 2.527233e+03 4.975114e-01 3.3826e+52 4.6520e+52 3.4233e+00 4.5087e+00
4.950000e-01 3.319577e+00 4.269659e+06 2.524539e+03 4.975138e-01 3.5172e+52 4.8300e+52 3.4771e+00 4.5549e+00
4.960000e-01 3.320916e+00 4.277219e+06 2.521835e+03 4.975169e-01 3.7083e+52 4.8920e+52 3.5102e+00 4.5634e+00
4.970000e-01 3.322105e+00 4.285028e+06 2.519121e+03 4.975206e-01 3.9679e+52 4.8841e+52 3.4988e+00 4.5430e+00
4.980000e-01 3.323348e+00 4.293009e+06 2.516397e+03 4.975250e-01 4.0545e+52 4.8601e+52 3.4504e+00 4.5358e+00
4.990000e-01 3.324673e+00 4.301077e+06 2.513664e+03 4.975302e-01 3.9259e+52 4.8089e+52 3.4190e+00 4.5251e+00
5.000000e-01 3.326084e+00 4.309143e+06 2.510921e+03 4.975360e-01 3.7534e+52 4.7133e+52 3.4247e+00 4.5107e+00
5.010000e-01 3.327560e+00 4.317115e+06 2.508169e+03 4.975424e-01 3.7678e+52 4.5841e+52 3.4302e+00 4.4909e+00
5.020000e-01 3.329072e+00 4.324894e+06 2.505407e+03 4.975495e-01 3.7981e+52 4.4743e+52 3.4185e+00 4.4687e+00
5.030000e-01 3.331146e+00 4.330348e+06 2.502636e+03 4.975486e-01 3.7410e+52 4.4106e+52 3.4078e+00 4.4906e+00
5.040000e-01 3.333471e+00 4.334044e+06 2.499855e+03 4.975415e-01 3.6818e+52 4.4445e+52 3.4121e+00 4.5188e+00
5.050000e-01 3.335578e+00 4.337682e+06 2.497064e+03 4.975351e-01 3.5955e+52 4.5445e+52 3.4005e+00 4.5110e+00
5.060000e-01 3.337470e+00 4.341265e+06 2.494263e+03 4.975295e-01 3.7320e+52 4.6616e+52 3.4007e+00 4.4898e+00
5.070000e-01 3.339147e+00 4.344794e+06 2.491451e+03 4.975246e-01 3.9545e+52 4.6827e+52 3.3935e+00 4.4812e+00
5.080000e-01 3.340618e+00 4.348263e+06 2.488627e+03 4.975204e-01 4.0087e+52 4.6299e+52 3.3974e+00 4.4738e+00
5.090000e-01 3.341893e+00 4.351664e+06 2.485791e+03 4.975170e-01 4.0798e+52 4.6179e+52 3.4143e+00 4.4669e+00
5.100000e-01 3.342982e+00 4.354978e+06 2.482943e+03 4.975145e-01 4.0067e+52 4.5802e+52 3.4252e+00 4.4669e+00
5.110000e-01 3.343895e+00 4.358185e+06 2.480081e+03 4.975128e-01 3.7988e+52 4.4734e+52 3.4212e+00 4.4654e+00
5.120000e-01 3.344639e+00 4.361255e+06 2.477205e+03 4.975120e-01 3.6573e+52 4.3205e+52 3.3964e+00 4.4746e+00
5.130000e-01 3.345183e+00 4.364154e+06 2.474314e+03 4.975119e-01 3.5524e+52 4.2168e+52 3.4070e+00 4.5163e+00
5.140000e-01 3.345402e+00 4.366840e+06 2.471408e+03 4.975127e-01 3.5389e+52 4.1661e+52 3.4219e+00 4.5687e+00
5.150000e-01 3.345530e+00 4.369272e+06 2.468486e+03 4.975142e-01 3.5669e+52 4.1518e+52 3.4559e+00 4.5836e+00
5.160000e-01 3.345579e+00 4.371401e+06 2.465546e+03 4.975165e-01 3.5229e+52 4.1372e+52 3.4897e+00 4.5729e+00
5.170000e-01 3.345557e+00 4.373181e+06 2.462589e+03 4.975196e-01 3.4135e+52 4.1802e+52 3.4996e+00 4.5663e+00
5.180000e-01 3.345460e+00 4.374562e+06 2.459613e+03 4.975235e-01 3.3549e+52 4.4263e+52 3.4624e+00 4.5787e+00
5.190000e-01 3.345296e+00 4.375499e+06 2.456618e+03 4.975282e-01 3.5298e+52 4.7687e+52 3.4308e+00 4.5917e+00
5.200000e-01 3.344760e+00 4.375946e+06 2.453603e+03 4.975336e-01 3.8947e+52 4.9950e+52 3.4151e+00 4.6158e+00
5.210000e-01 3.343998e+00 4.375864e+06 2.450567e+03 4.975398e-01 4.1022e+52 5.0356e+52 3.4490e+00 4.6253e+00
5.220000e-01 3.343142e+00 4.375215e+06 2.447510e+03 4.975468e-01 4.1678e+52 5.1026e+52 3.4741e+00 4.6108e+00
5.230000e-01 3.342300e+00 4.371892e+06 2.444431e+03 4.975500e-01 4.2601e+52 5.1673e+52 3.4706e+00 4.6138e+00
5.240000e-01 3.341561e+00 4.363667e+06 2.441326e+03 4.975433e-01 4.1051e+52 5.1233e+52 3.4494e+00 4.6104e+00
5.250000e-01 3.340674e+00 4.355723e+06 2.438195e+03 4.975373e-01 3.8862e+52 5.0571e+52 3.4466e+00 4.6027e+00
5.260000e-01 3.339647e+00 4.348083e+06 2.435036e+03 4.975321e-01 3.8117e+52 4.9914e+52 3.4325e+00 4.5822e+00
5.270000e-01 3.338485e+00 4.340761e+06 2.431849e+03 4.975278e-01 3.9545e+52 4.9696e+52 3.4400e+00 4.5742e+00
5.280000e-01 3.337196e+00 4.333765e+06 2.428634e+03 4.975243e-01 4.1997e+52 4.9069e+52 3.4265e+00 4.5849e+00
5.290000e-01 3.335786e+00 4.327093e+06 2.425389e+03 4.975216e-01 4.4443e+52 4.8254e+52 3.4439e+00 4.5818e+00
5.300000e-01 3.334266e+00 4.320744e+06 2.422116e+03 4.975198e-01 4.7147e+52 4.8554e+52 3.4487e+00 4.5733e+00
5.310000e-01 3.332648e+00 4.314716e+06 2.418812e+03 4.975189e-01 4.7827e+52 5.0064e+52 3.4348e+00 4.5772e+00
5.320000e-01 3.330948e+00 4.309005e+06 2.415479e+03 4.975190e-01 4.8563e+52 5.3346e+52 3.4374e+00 4.6310e+00
