# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le[erg/s], Lebar[erg/s], Te[MeV], Tebar[Mev]
#Nr: 122080
9.190000e-01 2.772196e+01 3.288821e+10 8.001755e+01 1.069267e-01 9.2189e+51 1.5426e+52 3.9349e+00 5.1626e+00
9.200000e-01 2.729119e+01 3.149340e+10 8.046340e+01 1.078763e-01 9.2047e+51 1.5336e+52 3.9102e+00 5.1552e+00
9.210000e-01 2.736197e+01 3.111613e+10 8.099423e+01 1.086451e-01 9.3896e+51 1.5151e+52 3.9241e+00 5.1430e+00
9.220000e-01 2.699671e+01 2.862574e+10 8.236698e+01 1.103798e-01 9.2123e+51 1.4914e+52 3.8937e+00 5.1209e+00
9.230000e-01 2.578744e+01 2.476006e+10 8.389139e+01 1.128946e-01 9.6907e+51 1.5863e+52 3.8508e+00 5.1431e+00
9.240000e-01 2.645125e+01 2.517975e+10 8.482439e+01 1.157524e-01 9.8453e+51 1.5848e+52 3.9249e+00 5.1283e+00
9.250000e-01 2.727065e+01 2.469889e+10 8.542748e+01 1.163910e-01 9.2091e+51 1.5366e+52 3.9545e+00 5.0747e+00
9.260000e-01 2.661132e+01 2.208577e+10 8.424489e+01 1.183292e-01 9.6907e+51 1.4751e+52 3.8963e+00 5.0492e+00
9.270000e-01 2.657118e+01 2.123634e+10 8.464066e+01 1.195238e-01 9.0872e+51 1.4770e+52 3.8393e+00 5.0462e+00
9.280000e-01 2.671333e+01 2.126186e+10 8.509594e+01 1.196731e-01 8.8417e+51 1.4651e+52 3.8429e+00 5.0709e+00
9.290000e-01 2.684667e+01 2.141137e+10 8.559939e+01 1.191757e-01 8.7692e+51 1.4479e+52 3.8525e+00 5.0765e+00
9.300000e-01 2.665193e+01 2.076867e+10 8.655352e+01 1.204362e-01 8.5888e+51 1.4609e+52 3.8418e+00 5.0987e+00
9.310000e-01 2.636187e+01 1.992889e+10 8.706834e+01 1.221600e-01 8.7345e+51 1.4532e+52 3.8490e+00 5.1207e+00
9.320000e-01 2.611155e+01 1.913623e+10 8.742192e+01 1.233682e-01 8.7495e+51 1.4318e+52 3.8467e+00 5.1142e+00
9.330000e-01 2.619549e+01 1.929707e+10 8.735331e+01 1.242592e-01 8.6982e+51 1.4083e+52 3.8516e+00 5.1294e+00
9.340000e-01 2.606581e+01 1.913737e+10 8.666773e+01 1.249122e-01 8.8274e+51 1.4419e+52 3.8432e+00 5.1235e+00
9.350000e-01 2.727400e+01 2.106771e+10 8.538253e+01 1.249877e-01 8.8846e+51 1.4164e+52 3.8787e+00 5.0871e+00
9.360000e-01 2.739485e+01 2.120947e+10 8.455310e+01 1.238452e-01 8.9040e+51 1.3818e+52 3.8752e+00 5.0801e+00
9.370000e-01 2.717675e+01 2.104333e+10 8.461767e+01 1.230396e-01 8.5561e+51 1.3624e+52 3.8489e+00 5.0700e+00
9.380000e-01 2.673845e+01 2.030799e+10 8.496775e+01 1.231162e-01 8.4695e+51 1.3599e+52 3.8375e+00 5.0714e+00
9.390000e-01 2.622198e+01 1.916878e+10 8.583470e+01 1.236563e-01 8.5248e+51 1.3800e+52 3.8233e+00 5.0615e+00
9.400000e-01 2.618260e+01 1.828003e+10 8.730931e+01 1.250140e-01 8.4101e+51 1.3904e+52 3.8100e+00 5.0403e+00
9.410000e-01 2.518929e+01 1.613898e+10 8.907209e+01 1.271206e-01 8.5489e+51 1.3977e+52 3.7744e+00 5.0296e+00
9.420000e-01 2.455187e+01 1.461692e+10 9.072195e+01 1.292851e-01 8.5096e+51 1.4157e+52 3.7469e+00 5.0402e+00
9.430000e-01 2.417683e+01 1.361810e+10 9.160401e+01 1.311217e-01 8.5905e+51 1.4222e+52 3.7424e+00 5.0484e+00
9.440000e-01 2.474336e+01 1.400934e+10 9.141666e+01 1.330151e-01 8.5370e+51 1.4011e+52 3.7550e+00 5.0272e+00
9.450000e-01 2.479478e+01 1.363305e+10 9.058967e+01 1.337476e-01 8.8020e+51 1.4492e+52 3.7437e+00 5.0276e+00
9.460000e-01 2.633725e+01 1.554930e+10 8.810659e+01 1.336762e-01 8.9073e+51 1.4670e+52 3.7648e+00 5.0241e+00
9.470000e-01 2.765898e+01 1.720241e+10 8.546983e+01 1.326955e-01 8.9197e+51 1.4517e+52 3.8200e+00 5.0408e+00
9.480000e-01 2.761087e+01 1.786255e+10 8.401273e+01 1.303480e-01 8.9695e+51 1.4900e+52 3.8322e+00 5.0943e+00
9.490000e-01 2.786285e+01 1.829212e+10 8.318772e+01 1.296210e-01 9.1376e+51 1.5234e+52 3.8667e+00 5.1192e+00
9.500000e-01 2.786388e+01 1.871818e+10 8.241157e+01 1.292388e-01 9.2893e+51 1.5527e+52 3.8905e+00 5.1233e+00
9.510000e-01 2.824684e+01 1.945220e+10 8.141523e+01 1.287332e-01 9.3458e+51 1.5567e+52 3.9137e+00 5.1290e+00
9.520000e-01 2.855431e+01 2.047388e+10 8.075042e+01 1.276929e-01 9.2113e+51 1.5254e+52 3.9217e+00 5.1276e+00
9.530000e-01 2.841591e+01 2.118769e+10 8.074025e+01 1.257187e-01 8.7733e+51 1.4956e+52 3.8954e+00 5.1239e+00
9.540000e-01 2.802181e+01 2.134280e+10 8.102935e+01 1.239070e-01 8.5741e+51 1.4611e+52 3.8556e+00 5.1178e+00
9.550000e-01 2.763653e+01 2.103663e+10 8.183443e+01 1.223051e-01 8.1712e+51 1.4204e+52 3.8295e+00 5.0911e+00
9.560000e-01 2.599587e+01 1.864146e+10 8.288883e+01 1.207388e-01 8.1976e+51 1.4692e+52 3.7239e+00 5.1192e+00
9.570000e-01 2.545040e+01 1.808066e+10 8.349729e+01 1.205905e-01 8.0800e+51 1.4599e+52 3.7338e+00 5.1592e+00
9.580000e-01 2.543613e+01 1.854861e+10 8.411502e+01 1.205257e-01 7.9021e+51 1.4229e+52 3.7253e+00 5.1162e+00
9.590000e-01 2.500404e+01 1.810219e+10 8.424907e+01 1.209581e-01 8.1793e+51 1.4354e+52 3.7141e+00 5.0783e+00
9.600000e-01 2.527859e+01 1.827962e+10 8.446363e+01 1.217405e-01 8.1716e+51 1.3990e+52 3.7228e+00 5.0475e+00
9.610000e-01 2.454595e+01 1.660397e+10 8.545010e+01 1.224884e-01 8.3861e+51 1.4116e+52 3.6943e+00 5.0467e+00
9.620000e-01 2.441179e+01 1.594081e+10 8.667950e+01 1.237567e-01 8.3041e+51 1.4064e+52 3.6869e+00 5.0440e+00
9.630000e-01 2.415963e+01 1.487827e+10 8.773353e+01 1.251638e-01 8.2967e+51 1.4587e+52 3.6937e+00 5.0909e+00
9.640000e-01 2.432945e+01 1.481757e+10 8.759232e+01 1.270819e-01 8.5912e+51 1.4972e+52 3.7426e+00 5.1564e+00
9.650000e-01 2.473636e+01 1.534953e+10 8.705714e+01 1.284128e-01 8.6183e+51 1.4829e+52 3.7852e+00 5.1380e+00
9.660000e-01 2.529866e+01 1.601596e+10 8.615423e+01 1.289226e-01 8.7283e+51 1.4762e+52 3.7859e+00 5.0766e+00
9.670000e-01 2.580387e+01 1.667492e+10 8.486129e+01 1.295294e-01 8.9631e+51 1.4869e+52 3.8060e+00 5.0790e+00
9.680000e-01 2.680517e+01 1.818409e+10 8.354923e+01 1.291069e-01 8.6838e+51 1.4291e+52 3.8160e+00 5.0611e+00
9.690000e-01 2.658005e+01 1.813853e+10 8.268442e+01 1.284461e-01 8.7343e+51 1.4683e+52 3.7977e+00 5.0978e+00
9.700000e-01 2.603088e+01 1.778893e+10 8.244332e+01 1.284581e-01 8.9486e+51 1.5280e+52 3.7962e+00 5.1195e+00
9.710000e-01 2.558853e+01 1.708979e+10 8.312719e+01 1.290155e-01 8.9900e+51 1.5445e+52 3.7909e+00 5.1199e+00
9.720000e-01 2.516268e+01 1.602787e+10 8.376124e+01 1.299417e-01 9.0863e+51 1.5318e+52 3.8023e+00 5.1160e+00
9.730000e-01 2.464665e+01 1.497716e+10 8.423227e+01 1.312219e-01 9.2450e+51 1.5404e+52 3.8168e+00 5.1251e+00
9.740000e-01 2.418346e+01 1.390011e+10 8.458917e+01 1.330781e-01 9.5672e+51 1.6005e+52 3.8564e+00 5.1887e+00
9.750000e-01 2.406302e+01 1.337852e+10 8.519857e+01 1.359986e-01 9.8916e+51 1.6683e+52 3.9104e+00 5.2503e+00
9.760000e-01 2.403275e+01 1.268820e+10 8.625631e+01 1.401189e-01 9.6522e+51 1.5763e+52 3.8864e+00 5.1734e+00
9.770000e-01 2.380936e+01 1.203514e+10 8.747292e+01 1.418999e-01 9.4480e+51 1.5555e+52 3.8303e+00 5.0950e+00
9.780000e-01 2.379369e+01 1.181196e+10 8.776051e+01 1.424479e-01 9.1889e+51 1.5332e+52 3.8386e+00 5.0859e+00
9.790000e-01 2.335848e+01 1.125857e+10 8.826811e+01 1.435622e-01 9.1144e+51 1.5361e+52 3.7439e+00 5.0363e+00
9.800000e-01 2.316220e+01 1.074750e+10 8.939700e+01 1.444043e-01 8.6603e+51 1.4834e+52 3.6846e+00 4.9978e+00
9.810000e-01 2.291103e+01 1.002778e+10 9.088224e+01 1.445372e-01 8.7931e+51 1.5243e+52 3.7180e+00 5.0087e+00
9.820000e-01 2.241325e+01 8.728578e+09 9.175950e+01 1.451611e-01 9.3478e+51 1.5815e+52 3.7846e+00 5.0439e+00
9.830000e-01 2.333281e+01 8.664850e+09 9.213366e+01 1.493458e-01 9.2252e+51 1.5848e+52 3.8233e+00 5.0691e+00
9.840000e-01 2.253604e+01 7.248713e+09 9.275015e+01 1.597428e-01 9.3045e+51 1.5837e+52 3.8535e+00 5.1301e+00
9.850000e-01 2.262478e+01 7.207006e+09 9.278857e+01 1.588612e-01 9.1029e+51 1.4910e+52 3.9190e+00 5.2035e+00
9.860000e-01 2.272444e+01 6.876154e+09 9.441917e+01 1.615050e-01 8.6262e+51 1.4248e+52 3.8695e+00 5.1361e+00
9.870000e-01 2.191505e+01 5.847503e+09 9.618871e+01 1.672215e-01 8.5466e+51 1.4101e+52 3.8028e+00 5.0889e+00
9.880000e-01 2.215929e+01 5.648782e+09 9.742430e+01 1.706333e-01 8.4290e+51 1.3966e+52 3.7910e+00 5.0708e+00
9.890000e-01 2.219816e+01 5.485022e+09 9.770635e+01 1.722051e-01 8.5385e+51 1.3875e+52 3.7841e+00 5.0467e+00
9.900000e-01 2.250532e+01 5.695175e+09 9.752980e+01 1.737254e-01 8.5394e+51 1.3957e+52 3.7955e+00 5.0319e+00
9.910000e-01 2.274178e+01 5.634122e+09 9.730930e+01 1.744894e-01 8.3821e+51 1.4149e+52 3.7767e+00 5.0025e+00
9.920000e-01 2.245148e+01 5.152231e+09 9.834287e+01 1.759373e-01 8.7357e+51 1.4921e+52 3.7452e+00 5.0125e+00
9.930000e-01 2.137028e+01 4.335548e+09 1.008272e+02 1.796226e-01 9.0454e+51 1.5419e+52 3.7619e+00 5.0546e+00
9.940000e-01 2.088854e+01 3.878828e+09 1.041080e+02 1.830215e-01 8.9222e+51 1.5567e+52 3.7769e+00 5.0888e+00
9.950000e-01 2.021570e+01 3.319020e+09 1.080336e+02 1.863602e-01 9.0872e+51 1.5112e+52 3.8415e+00 5.0955e+00
9.960000e-01 1.978348e+01 2.924037e+09 1.122047e+02 1.906172e-01 8.6804e+51 1.4217e+52 3.7931e+00 5.0067e+00
9.970000e-01 1.919658e+01 2.620620e+09 1.165578e+02 1.937106e-01 8.7848e+51 1.4142e+52 3.6871e+00 4.9330e+00
9.980000e-01 1.874838e+01 2.301443e+09 1.199182e+02 1.969211e-01 8.3324e+51 1.3793e+52 3.6334e+00 4.9010e+00
9.990000e-01 1.869071e+01 2.130825e+09 1.219962e+02 1.998595e-01 8.3291e+51 1.4123e+52 3.6229e+00 4.8903e+00
1.000000e+00 1.851229e+01 1.967416e+09 1.242819e+02 2.036425e-01 8.1220e+51 1.3910e+52 3.6674e+00 4.8891e+00
1.001000e+00 1.821853e+01 1.771037e+09 1.263184e+02 2.054281e-01 8.2086e+51 1.4110e+52 3.6894e+00 4.9353e+00
1.002000e+00 1.810894e+01 1.702377e+09 1.289087e+02 2.088461e-01 8.4469e+51 1.4133e+52 3.7637e+00 5.0294e+00
1.003000e+00 1.760165e+01 1.504714e+09 1.327524e+02 2.106210e-01 8.5043e+51 1.3636e+52 3.7471e+00 4.9402e+00
1.004000e+00 1.721900e+01 1.330403e+09 1.368317e+02 2.121393e-01 8.2362e+51 1.3167e+52 3.7091e+00 4.9105e+00
1.005000e+00 1.704492e+01 1.218405e+09 1.419443e+02 2.134784e-01 7.9892e+51 1.2664e+52 3.6436e+00 4.8649e+00
1.006000e+00 1.623402e+01 9.755593e+08 1.480426e+02 2.161999e-01 7.8252e+51 1.2334e+52 3.6270e+00 4.8644e+00
1.007000e+00 1.554262e+01 8.090215e+08 1.540530e+02 2.170816e-01 8.1594e+51 1.2665e+52 3.6562e+00 4.8773e+00
1.008000e+00 1.517021e+01 6.848495e+08 1.609383e+02 2.205832e-01 8.7528e+51 1.3386e+52 3.6984e+00 4.8963e+00
1.009000e+00 1.451500e+01 5.508604e+08 1.691386e+02 2.249711e-01 9.5835e+51 1.4319e+52 3.7163e+00 4.8926e+00
1.010000e+00 1.393471e+01 4.446991e+08 1.786488e+02 2.274940e-01 9.8484e+51 1.4636e+52 3.7146e+00 4.8895e+00
1.011000e+00 1.341975e+01 3.620224e+08 1.887539e+02 2.328459e-01 9.8544e+51 1.4744e+52 3.7068e+00 4.9336e+00
1.012000e+00 1.279826e+01 2.774020e+08 1.989453e+02 2.362698e-01 9.9582e+51 1.4961e+52 3.7356e+00 4.9704e+00
1.013000e+00 1.221204e+01 2.200332e+08 2.099470e+02 2.381395e-01 1.0335e+52 1.5492e+52 3.7261e+00 5.0096e+00
1.014000e+00 1.205918e+01 2.016425e+08 2.214719e+02 2.395172e-01 1.0579e+52 1.6374e+52 3.8559e+00 5.1579e+00
1.015000e+00 1.139675e+01 1.525539e+08 2.335050e+02 2.407539e-01 1.0043e+52 1.5498e+52 3.8223e+00 5.0209e+00
1.016000e+00 1.138245e+01 1.424838e+08 2.458038e+02 2.422516e-01 9.4506e+51 1.4608e+52 3.8190e+00 5.0026e+00
1.017000e+00 1.106680e+01 1.125914e+08 2.575895e+02 2.418562e-01 9.0607e+51 1.3882e+52 3.8093e+00 4.9694e+00
1.018000e+00 1.062789e+01 7.853489e+07 2.700708e+02 2.423897e-01 8.4537e+51 1.3103e+52 3.7768e+00 4.9351e+00
1.019000e+00 1.026034e+01 7.056974e+07 2.829434e+02 2.421142e-01 8.1320e+51 1.2495e+52 3.7597e+00 4.9159e+00
1.020000e+00 1.033222e+01 7.105315e+07 2.941031e+02 2.422403e-01 7.9827e+51 1.2205e+52 3.7501e+00 4.9008e+00
1.021000e+00 9.727564e+00 5.916016e+07 3.043596e+02 2.433301e-01 7.8332e+51 1.2149e+52 3.7267e+00 4.8836e+00
1.022000e+00 9.303598e+00 5.217797e+07 3.142404e+02 2.423618e-01 7.7821e+51 1.2109e+52 3.7684e+00 4.8992e+00
1.023000e+00 9.591830e+00 5.561948e+07 3.232645e+02 2.434888e-01 7.8700e+51 1.2217e+52 3.8798e+00 4.9615e+00
1.024000e+00 9.904687e+00 6.014274e+07 3.316560e+02 2.442934e-01 7.8048e+51 1.2306e+52 3.9534e+00 5.0344e+00
1.025000e+00 9.743875e+00 5.716889e+07 3.392335e+02 2.444217e-01 7.8656e+51 1.2308e+52 3.9988e+00 5.0516e+00
1.026000e+00 9.655559e+00 5.593721e+07 3.457419e+02 2.441565e-01 8.0200e+51 1.1986e+52 3.8787e+00 4.9888e+00
1.027000e+00 9.542918e+00 5.450578e+07 3.516708e+02 2.439140e-01 7.3936e+51 1.1709e+52 3.8357e+00 4.9290e+00
1.028000e+00 9.452632e+00 5.301257e+07 3.567621e+02 2.445855e-01 7.2395e+51 1.1485e+52 3.8141e+00 4.9096e+00
1.029000e+00 9.453217e+00 5.300458e+07 3.608869e+02 2.456147e-01 7.2383e+51 1.1384e+52 3.8022e+00 4.8975e+00
1.030000e+00 9.421106e+00 5.237493e+07 3.642061e+02 2.464425e-01 7.1079e+51 1.1289e+52 3.7792e+00 4.9027e+00
1.031000e+00 9.348548e+00 5.108758e+07 3.669943e+02 2.461796e-01 7.1156e+51 1.1279e+52 3.7795e+00 4.9088e+00
1.032000e+00 9.124721e+00 4.791779e+07 3.689503e+02 2.456639e-01 7.2837e+51 1.1420e+52 3.7963e+00 4.9186e+00
1.033000e+00 8.844615e+00 4.389458e+07 3.697773e+02 2.457778e-01 7.3673e+51 1.1528e+52 3.8016e+00 4.9332e+00
1.034000e+00 8.851054e+00 4.375921e+07 3.697889e+02 2.464544e-01 7.6436e+51 1.1521e+52 3.7097e+00 4.9359e+00
1.035000e+00 8.971813e+00 4.502379e+07 3.697875e+02 2.477653e-01 7.4437e+51 1.1392e+52 3.7633e+00 4.9327e+00
1.036000e+00 9.155567e+00 4.726997e+07 3.698450e+02 2.492429e-01 7.3223e+51 1.1239e+52 3.7947e+00 4.9289e+00
1.037000e+00 9.400792e+00 5.059960e+07 3.702163e+02 2.510920e-01 7.0667e+51 1.1035e+52 3.7632e+00 4.9131e+00
1.038000e+00 9.564744e+00 5.272874e+07 3.710182e+02 2.530343e-01 6.8825e+51 1.0844e+52 3.7249e+00 4.8739e+00
1.039000e+00 9.709540e+00 5.447714e+07 3.723802e+02 2.552182e-01 6.7172e+51 1.0661e+52 3.7225e+00 4.8795e+00
1.040000e+00 9.605921e+00 5.236923e+07 3.736690e+02 2.571490e-01 6.8470e+51 1.0766e+52 3.7146e+00 4.8876e+00
1.041000e+00 9.508142e+00 5.047034e+07 3.747447e+02 2.589173e-01 6.9407e+51 1.0994e+52 3.7200e+00 4.8944e+00
1.042000e+00 9.446986e+00 4.927582e+07 3.754353e+02 2.603723e-01 7.1220e+51 1.1237e+52 3.7233e+00 4.9223e+00
1.043000e+00 9.596297e+00 5.153974e+07 3.766388e+02 2.614709e-01 7.1070e+51 1.1247e+52 3.7336e+00 4.9366e+00
1.044000e+00 9.573716e+00 5.117695e+07 3.785998e+02 2.623023e-01 7.1570e+51 1.1284e+52 3.7370e+00 4.9531e+00
1.045000e+00 9.216358e+00 4.578468e+07 3.797852e+02 2.623859e-01 7.3331e+51 1.1567e+52 3.7728e+00 4.9840e+00
1.046000e+00 8.905651e+00 4.128197e+07 3.793188e+02 2.622208e-01 7.6424e+51 1.1853e+52 3.7898e+00 4.9910e+00
1.047000e+00 9.252480e+00 4.603763e+07 3.781657e+02 2.634002e-01 7.8966e+51 1.2095e+52 3.8095e+00 5.0229e+00
1.048000e+00 9.527225e+00 5.012552e+07 3.772642e+02 2.639262e-01 7.3586e+51 1.1921e+52 3.9458e+00 5.0366e+00
1.049000e+00 9.285715e+00 4.679182e+07 3.757227e+02 2.638131e-01 7.2215e+51 1.2083e+52 4.0169e+00 5.1082e+00
1.050000e+00 9.131457e+00 4.435543e+07 3.733554e+02 2.644362e-01 6.9709e+51 1.1660e+52 3.9130e+00 4.9902e+00
1.051000e+00 9.448241e+00 4.891251e+07 3.708460e+02 2.650468e-01 6.7196e+51 1.1320e+52 3.8210e+00 4.9477e+00
1.052000e+00 9.707527e+00 5.298514e+07 3.691721e+02 2.650743e-01 6.5886e+51 1.1053e+52 3.7571e+00 4.9163e+00
1.053000e+00 9.479701e+00 4.940592e+07 3.669812e+02 2.652721e-01 6.4436e+51 1.1030e+52 3.7211e+00 4.9234e+00
1.054000e+00 9.295678e+00 4.657639e+07 3.635663e+02 2.654265e-01 6.4964e+51 1.1078e+52 3.7070e+00 4.9255e+00
1.055000e+00 9.314588e+00 4.669470e+07 3.594273e+02 2.656666e-01 6.4309e+51 1.1031e+52 3.7008e+00 4.9311e+00
1.056000e+00 9.598679e+00 5.082809e+07 3.549099e+02 2.659072e-01 6.4783e+51 1.1150e+52 3.6865e+00 4.9351e+00
1.057000e+00 9.903761e+00 5.542733e+07 3.509611e+02 2.664539e-01 6.4797e+51 1.1162e+52 3.6852e+00 4.9400e+00
1.058000e+00 9.713973e+00 5.218326e+07 3.470579e+02 2.666925e-01 6.5435e+51 1.1274e+52 3.7013e+00 4.9569e+00
1.059000e+00 9.432798e+00 4.790991e+07 3.420252e+02 2.660086e-01 6.6381e+51 1.1531e+52 3.7244e+00 4.9820e+00
1.060000e+00 1.012065e+01 5.909318e+07 3.359605e+02 2.651995e-01 6.5780e+51 1.1526e+52 3.7102e+00 4.9593e+00
1.061000e+00 1.099611e+01 7.451171e+07 3.326865e+02 2.657622e-01 6.4291e+51 1.1338e+52 3.6764e+00 4.9151e+00
1.062000e+00 1.113295e+01 7.698747e+07 3.297981e+02 2.663819e-01 6.5645e+51 1.1560e+52 3.6877e+00 4.9239e+00
1.063000e+00 1.082561e+01 7.087945e+07 3.263973e+02 2.664908e-01 6.6522e+51 1.1725e+52 3.6746e+00 4.9304e+00
1.064000e+00 1.074273e+01 6.927768e+07 3.224105e+02 2.664432e-01 6.7018e+51 1.1699e+52 3.6485e+00 4.9252e+00
1.065000e+00 1.073706e+01 6.925967e+07 3.186466e+02 2.658978e-01 6.7462e+51 1.1682e+52 3.6402e+00 4.9398e+00
1.066000e+00 1.065014e+01 6.782508e+07 3.141058e+02 2.652072e-01 6.9434e+51 1.1726e+52 3.6176e+00 4.9602e+00
1.067000e+00 1.078242e+01 7.010713e+07 3.095857e+02 2.655433e-01 6.8622e+51 1.1855e+52 3.6435e+00 4.9654e+00
1.068000e+00 1.095685e+01 7.324904e+07 3.051640e+02 2.660689e-01 6.9635e+51 1.1811e+52 3.6310e+00 4.9490e+00
1.069000e+00 1.137228e+01 8.162921e+07 3.015625e+02 2.658256e-01 6.8158e+51 1.1833e+52 3.6093e+00 4.9585e+00
1.070000e+00 1.127536e+01 7.912016e+07 2.980950e+02 2.669604e-01 6.9243e+51 1.1914e+52 3.6269e+00 4.9830e+00
1.071000e+00 1.132961e+01 7.995062e+07 2.945365e+02 2.672713e-01 7.0341e+51 1.1973e+52 3.6246e+00 4.9787e+00
1.072000e+00 1.136368e+01 8.003111e+07 2.912001e+02 2.687031e-01 7.3355e+51 1.2334e+52 3.6471e+00 4.9991e+00
1.073000e+00 1.132828e+01 7.908307e+07 2.880031e+02 2.687493e-01 7.4097e+51 1.2459e+52 3.6339e+00 5.0110e+00
1.074000e+00 1.106358e+01 7.334014e+07 2.837874e+02 2.702112e-01 7.5742e+51 1.2679e+52 3.6339e+00 5.0388e+00
1.075000e+00 1.163372e+01 8.454348e+07 2.801191e+02 2.707730e-01 7.7746e+51 1.2886e+52 3.6539e+00 5.0253e+00
1.076000e+00 1.126445e+01 1.169226e+08 2.788151e+02 2.732978e-01 7.9980e+51 1.2865e+52 3.6441e+00 5.0011e+00
1.077000e+00 1.152036e+01 1.285268e+08 2.794858e+02 2.754912e-01 7.9414e+51 1.2838e+52 3.6344e+00 5.0006e+00
1.078000e+00 1.127467e+01 1.154592e+08 2.796734e+02 2.773083e-01 7.9933e+51 1.3023e+52 3.6585e+00 5.0215e+00
1.079000e+00 1.114116e+01 1.082692e+08 2.784779e+02 2.792104e-01 8.4117e+51 1.3134e+52 3.6065e+00 5.0291e+00
1.080000e+00 1.135986e+01 9.536605e+07 2.764864e+02 2.802183e-01 8.2051e+51 1.3368e+52 3.6740e+00 5.0355e+00
1.081000e+00 1.134072e+01 7.502091e+07 2.754833e+02 2.803706e-01 8.3429e+51 1.3606e+52 3.6754e+00 5.0439e+00
1.082000e+00 1.140744e+01 7.627927e+07 2.740966e+02 2.805194e-01 8.6434e+51 1.3763e+52 3.6753e+00 5.0409e+00
1.083000e+00 1.211377e+01 9.556956e+07 2.739117e+02 2.808297e-01 8.5194e+51 1.3501e+52 3.6421e+00 5.0141e+00
1.084000e+00 1.146009e+01 1.054008e+08 2.761837e+02 2.820853e-01 8.4901e+51 1.3673e+52 3.6634e+00 5.0191e+00
1.085000e+00 1.166221e+01 8.057782e+07 2.775333e+02 2.825660e-01 9.3242e+51 1.3964e+52 3.5709e+00 5.0084e+00
1.086000e+00 1.146012e+01 7.620743e+07 2.781952e+02 2.827247e-01 9.1364e+51 1.3823e+52 3.6377e+00 5.0515e+00
1.087000e+00 1.160236e+01 7.878103e+07 2.787203e+02 2.828162e-01 8.7028e+51 1.3616e+52 3.6514e+00 5.0262e+00
1.088000e+00 1.176904e+01 8.202965e+07 2.805295e+02 2.828936e-01 8.5843e+51 1.3562e+52 3.6501e+00 5.0153e+00
1.089000e+00 1.161993e+01 7.869977e+07 2.828590e+02 2.832770e-01 8.6909e+51 1.3757e+52 3.6515e+00 5.0061e+00
1.090000e+00 1.145999e+01 7.528119e+07 2.854818e+02 2.837441e-01 8.7423e+51 1.3546e+52 3.6537e+00 5.0221e+00
1.091000e+00 1.138791e+01 7.359559e+07 2.885316e+02 2.838879e-01 8.6173e+51 1.3447e+52 3.6332e+00 5.0146e+00
1.092000e+00 1.119733e+01 6.978750e+07 2.920540e+02 2.846110e-01 8.7102e+51 1.3643e+52 3.6475e+00 5.0298e+00
1.093000e+00 1.115679e+01 6.891864e+07 2.957868e+02 2.849969e-01 8.6873e+51 1.3452e+52 3.6466e+00 5.0064e+00
1.094000e+00 1.124922e+01 7.046729e+07 3.007410e+02 2.859032e-01 8.5362e+51 1.3408e+52 3.6349e+00 4.9767e+00
1.095000e+00 1.112070e+01 6.823194e+07 3.060026e+02 2.862302e-01 8.5484e+51 1.3483e+52 3.6358e+00 5.0047e+00
1.096000e+00 1.060444e+01 5.942234e+07 3.108309e+02 2.860900e-01 8.7331e+51 1.3520e+52 3.6506e+00 5.0296e+00
1.097000e+00 1.073519e+01 6.155312e+07 3.156373e+02 2.861567e-01 8.6271e+51 1.3304e+52 3.6429e+00 5.0230e+00
1.098000e+00 1.061967e+01 5.960887e+07 3.212790e+02 2.866362e-01 8.8857e+51 1.3320e+52 3.6027e+00 5.0289e+00
1.099000e+00 1.034542e+01 5.504510e+07 3.263912e+02 2.871623e-01 8.8596e+51 1.3427e+52 3.6666e+00 5.0482e+00
1.100000e+00 1.020149e+01 5.235448e+07 3.314245e+02 2.880150e-01 9.0233e+51 1.3551e+52 3.6689e+00 5.0504e+00
1.101000e+00 1.042924e+01 5.554870e+07 3.371312e+02 2.887612e-01 8.8893e+51 1.3396e+52 3.6555e+00 5.0279e+00
1.102000e+00 1.033134e+01 5.392658e+07 3.438326e+02 2.891757e-01 8.9319e+51 1.3464e+52 3.6712e+00 5.0358e+00
1.103000e+00 1.011593e+01 5.063363e+07 3.501987e+02 2.893093e-01 8.8955e+51 1.3368e+52 3.6339e+00 5.0255e+00
1.104000e+00 9.977619e+00 4.861148e+07 3.566089e+02 2.892061e-01 9.5730e+51 1.3399e+52 3.4943e+00 4.9886e+00
1.105000e+00 9.760866e+00 4.557070e+07 3.628605e+02 2.891492e-01 9.1751e+51 1.3476e+52 3.5955e+00 5.0118e+00
1.106000e+00 9.614778e+00 4.354081e+07 3.688385e+02 2.893278e-01 9.2345e+51 1.3342e+52 3.6158e+00 5.0041e+00
1.107000e+00 9.451006e+00 4.135226e+07 3.748023e+02 2.894927e-01 9.3861e+51 1.3379e+52 3.6514e+00 5.0156e+00
1.108000e+00 9.234827e+00 3.861105e+07 3.806557e+02 2.896313e-01 1.0068e+52 1.2930e+52 3.6239e+00 4.9545e+00
1.109000e+00 9.086352e+00 3.676978e+07 3.864852e+02 2.897041e-01 9.7280e+51 1.3278e+52 3.6759e+00 4.9583e+00
1.110000e+00 9.206917e+00 3.822956e+07 3.929097e+02 2.896502e-01 1.0024e+52 1.3376e+52 3.6061e+00 4.9556e+00
1.111000e+00 9.472046e+00 4.157015e+07 4.009763e+02 2.896768e-01 9.9041e+51 1.3522e+52 3.6330e+00 4.9580e+00
