# time[s], T9[GK], density[g/cm^3], R[km], Ye

2.8372e+02 5.0936e-04 2.6480e-05 7.0796e+06 0.39267
2.8556e+02 5.0607e-04 2.5971e-05 7.1256e+06 0.39268
2.8741e+02 5.0283e-04 2.5475e-05 7.1715e+06 0.39269
2.8925e+02 4.9963e-04 2.4992e-05 7.2175e+06 0.39270
2.9116e+02 4.9634e-04 2.4502e-05 7.2652e+06 0.39271
2.9308e+02 4.9310e-04 2.4025e-05 7.3130e+06 0.39273
2.9499e+02 4.8990e-04 2.3560e-05 7.3608e+06 0.39274
2.9691e+02 4.8674e-04 2.3107e-05 7.4086e+06 0.39275
2.9882e+02 4.8362e-04 2.2665e-05 7.4564e+06 0.39276
3.0074e+02 4.8054e-04 2.2235e-05 7.5042e+06 0.39277
3.0266e+02 4.7750e-04 2.1816e-05 7.5520e+06 0.39278
3.0520e+02 4.7352e-04 2.1275e-05 7.6155e+06 0.39280
3.0774e+02 4.6960e-04 2.0752e-05 7.6789e+06 0.39281
3.1029e+02 4.6575e-04 2.0246e-05 7.7424e+06 0.39283
3.1283e+02 4.6197e-04 1.9756e-05 7.8058e+06 0.39284
3.1537e+02 4.5824e-04 1.9282e-05 7.8693e+06 0.39286
3.1811e+02 4.5429e-04 1.8788e-05 7.9377e+06 0.39287
3.2086e+02 4.5041e-04 1.8310e-05 8.0061e+06 0.39289
3.2360e+02 4.4660e-04 1.7849e-05 8.0745e+06 0.39290
3.2634e+02 4.4285e-04 1.7403e-05 8.1429e+06 0.39292
3.2908e+02 4.3916e-04 1.6971e-05 8.2113e+06 0.39293
3.3182e+02 4.3553e-04 1.6554e-05 8.2797e+06 0.39295
3.3456e+02 4.3196e-04 1.6151e-05 8.3481e+06 0.39296
3.3730e+02 4.2845e-04 1.5760e-05 8.4165e+06 0.39298
3.4004e+02 4.2500e-04 1.5382e-05 8.4849e+06 0.39299
3.4279e+02 4.2160e-04 1.5016e-05 8.5533e+06 0.39300
3.4553e+02 4.1825e-04 1.4661e-05 8.6217e+06 0.39302
3.4827e+02 4.1496e-04 1.4318e-05 8.6901e+06 0.39303
3.5101e+02 4.1172e-04 1.3985e-05 8.7585e+06 0.39305
3.5375e+02 4.0853e-04 1.3663e-05 8.8269e+06 0.39306
3.5649e+02 4.0539e-04 1.3350e-05 8.8953e+06 0.39307
3.5923e+02 4.0229e-04 1.3046e-05 8.9637e+06 0.39309
3.6198e+02 3.9925e-04 1.2752e-05 9.0321e+06 0.39310
3.6472e+02 3.9625e-04 1.2467e-05 9.1005e+06 0.39311
3.6746e+02 3.9329e-04 1.2190e-05 9.1689e+06 0.39313
3.7020e+02 3.9038e-04 1.1921e-05 9.2373e+06 0.39314
3.7294e+02 3.8751e-04 1.1660e-05 9.3057e+06 0.39315
3.7568e+02 3.8468e-04 1.1407e-05 9.3741e+06 0.39316
3.7843e+02 3.8189e-04 1.1161e-05 9.4425e+06 0.39318
3.8117e+02 3.7915e-04 1.0922e-05 9.5109e+06 0.39319
3.8391e+02 3.7644e-04 1.0689e-05 9.5793e+06 0.39320
3.8665e+02 3.7377e-04 1.0463e-05 9.6477e+06 0.39321
3.8939e+02 3.7114e-04 1.0244e-05 9.7161e+06 0.39323
3.9213e+02 3.6854e-04 1.0031e-05 9.7846e+06 0.39324
3.9488e+02 3.6598e-04 9.8231e-06 9.8530e+06 0.39325
3.9775e+02 3.6334e-04 9.6117e-06 9.9247e+06 0.39326
4.0063e+02 3.6073e-04 9.4062e-06 9.9965e+06 0.39328
4.0350e+02 3.5816e-04 9.2066e-06 1.0068e+07 0.39329
4.0638e+02 3.5563e-04 9.0125e-06 1.0140e+07 0.39330
4.0925e+02 3.5313e-04 8.8239e-06 1.0212e+07 0.39331
4.1213e+02 3.5067e-04 8.6405e-06 1.0283e+07 0.39332
4.1500e+02 3.4824e-04 8.4622e-06 1.0355e+07 0.39334
4.1788e+02 3.4584e-04 8.2887e-06 1.0427e+07 0.39335
4.2075e+02 3.4348e-04 8.1200e-06 1.0499e+07 0.39336
4.2363e+02 3.4115e-04 7.9558e-06 1.0570e+07 0.39337
4.2650e+02 3.3885e-04 7.7960e-06 1.0642e+07 0.39338
4.2938e+02 3.3658e-04 7.6404e-06 1.0714e+07 0.39339
4.3225e+02 3.3434e-04 7.4890e-06 1.0786e+07 0.39341
4.3513e+02 3.3213e-04 7.3415e-06 1.0857e+07 0.39342
4.3800e+02 3.2995e-04 7.1979e-06 1.0929e+07 0.39343
4.4088e+02 3.2780e-04 7.0580e-06 1.1001e+07 0.39344
4.4376e+02 3.2567e-04 6.9217e-06 1.1073e+07 0.39345
4.4663e+02 3.2358e-04 6.7889e-06 1.1144e+07 0.39346
4.4951e+02 3.2151e-04 6.6594e-06 1.1216e+07 0.39347
4.5238e+02 3.1947e-04 6.5333e-06 1.1288e+07 0.39348
4.5526e+02 3.1745e-04 6.4103e-06 1.1359e+07 0.39349
4.5891e+02 3.1492e-04 6.2586e-06 1.1451e+07 0.39351
4.6255e+02 3.1244e-04 6.1116e-06 1.1542e+07 0.39352
4.6620e+02 3.1000e-04 5.9693e-06 1.1633e+07 0.39354
4.7032e+02 3.0728e-04 5.8138e-06 1.1735e+07 0.39355
4.7444e+02 3.0461e-04 5.6637e-06 1.1838e+07 0.39356
4.7856e+02 3.0199e-04 5.5187e-06 1.1941e+07 0.39358
4.8268e+02 2.9941e-04 5.3785e-06 1.2044e+07 0.39359
4.8680e+02 2.9688e-04 5.2431e-06 1.2147e+07 0.39361
4.9092e+02 2.9438e-04 5.1122e-06 1.2249e+07 0.39362
4.9505e+02 2.9193e-04 4.9855e-06 1.2352e+07 0.39364
4.9917e+02 2.8952e-04 4.8631e-06 1.2455e+07 0.39365
5.0329e+02 2.8715e-04 4.7446e-06 1.2558e+07 0.39366
5.0741e+02 2.8482e-04 4.6299e-06 1.2661e+07 0.39368
5.1153e+02 2.8252e-04 4.5188e-06 1.2764e+07 0.39369
5.1579e+02 2.8019e-04 4.4079e-06 1.2870e+07 0.39370
5.2005e+02 2.7790e-04 4.3006e-06 1.2976e+07 0.39372
5.2430e+02 2.7564e-04 4.1967e-06 1.3082e+07 0.39373
5.2856e+02 2.7342e-04 4.0961e-06 1.3188e+07 0.39375
5.3281e+02 2.7124e-04 3.9988e-06 1.3295e+07 0.39376
5.3707e+02 2.6909e-04 3.9044e-06 1.3401e+07 0.39377
5.4133e+02 2.6698e-04 3.8131e-06 1.3507e+07 0.39378
5.4558e+02 2.6489e-04 3.7245e-06 1.3613e+07 0.39380
5.4984e+02 2.6284e-04 3.6387e-06 1.3719e+07 0.39381
5.5409e+02 2.6082e-04 3.5555e-06 1.3826e+07 0.39382
5.5835e+02 2.5884e-04 3.4748e-06 1.3932e+07 0.39384
5.6261e+02 2.5688e-04 3.3966e-06 1.4038e+07 0.39385
5.6686e+02 2.5495e-04 3.3207e-06 1.4144e+07 0.39386
5.7112e+02 2.5305e-04 3.2470e-06 1.4250e+07 0.39387
5.7537e+02 2.5118e-04 3.1755e-06 1.4357e+07 0.39388
5.7963e+02 2.4933e-04 3.1060e-06 1.4463e+07 0.39390
5.8389e+02 2.4752e-04 3.0386e-06 1.4569e+07 0.39391
5.8814e+02 2.4573e-04 2.9731e-06 1.4675e+07 0.39392
5.9240e+02 2.4396e-04 2.9095e-06 1.4781e+07 0.39393
5.9665e+02 2.4222e-04 2.8477e-06 1.4887e+07 0.39394
6.0091e+02 2.4050e-04 2.7876e-06 1.4994e+07 0.39396
6.0516e+02 2.3881e-04 2.7292e-06 1.5100e+07 0.39397
6.0947e+02 2.3713e-04 2.6718e-06 1.5207e+07 0.39398
6.1428e+02 2.3527e-04 2.6096e-06 1.5327e+07 0.39399
6.1908e+02 2.3345e-04 2.5493e-06 1.5447e+07 0.39400
6.2388e+02 2.3165e-04 2.4908e-06 1.5567e+07 0.39402
6.2869e+02 2.2988e-04 2.4342e-06 1.5687e+07 0.39403
6.3349e+02 2.2813e-04 2.3792e-06 1.5807e+07 0.39404
6.3830e+02 2.2642e-04 2.3259e-06 1.5926e+07 0.39405
6.4310e+02 2.2473e-04 2.2742e-06 1.6046e+07 0.39407
6.4790e+02 2.2306e-04 2.2240e-06 1.6166e+07 0.39408
6.5271e+02 2.2142e-04 2.1752e-06 1.6286e+07 0.39409
6.5751e+02 2.1980e-04 2.1279e-06 1.6406e+07 0.39410
6.6232e+02 2.1821e-04 2.0819e-06 1.6526e+07 0.39411
6.6712e+02 2.1663e-04 2.0373e-06 1.6646e+07 0.39413
6.7193e+02 2.1509e-04 1.9939e-06 1.6766e+07 0.39414
6.7715e+02 2.1343e-04 1.9481e-06 1.6896e+07 0.39415
6.8237e+02 2.1179e-04 1.9037e-06 1.7026e+07 0.39416
6.8759e+02 2.1019e-04 1.8607e-06 1.7156e+07 0.39417
6.9281e+02 2.0860e-04 1.8189e-06 1.7287e+07 0.39419
6.9804e+02 2.0704e-04 1.7784e-06 1.7417e+07 0.39420
7.0326e+02 2.0550e-04 1.7391e-06 1.7547e+07 0.39421
7.0848e+02 2.0399e-04 1.7009e-06 1.7678e+07 0.39422
7.1370e+02 2.0250e-04 1.6638e-06 1.7808e+07 0.39424
7.1892e+02 2.0103e-04 1.6279e-06 1.7938e+07 0.39425
7.2415e+02 1.9958e-04 1.5929e-06 1.8068e+07 0.39426
7.2937e+02 1.9815e-04 1.5589e-06 1.8199e+07 0.39427
7.3459e+02 1.9674e-04 1.5259e-06 1.8329e+07 0.39428
7.3981e+02 1.9535e-04 1.4938e-06 1.8459e+07 0.39429
7.4503e+02 1.9398e-04 1.4626e-06 1.8590e+07 0.39430
7.5026e+02 1.9263e-04 1.4323e-06 1.8720e+07 0.39432
7.5548e+02 1.9130e-04 1.4028e-06 1.8850e+07 0.39433
7.6070e+02 1.8999e-04 1.3741e-06 1.8981e+07 0.39434
7.6592e+02 1.8869e-04 1.3462e-06 1.9111e+07 0.39435
7.7114e+02 1.8741e-04 1.3190e-06 1.9241e+07 0.39436
7.7637e+02 1.8615e-04 1.2926e-06 1.9371e+07 0.39437
7.8159e+02 1.8491e-04 1.2669e-06 1.9502e+07 0.39438
7.8681e+02 1.8368e-04 1.2418e-06 1.9632e+07 0.39439
7.9203e+02 1.8247e-04 1.2174e-06 1.9762e+07 0.39440
7.9725e+02 1.8128e-04 1.1937e-06 1.9893e+07 0.39441
8.0298e+02 1.7998e-04 1.1683e-06 2.0035e+07 0.39442
8.0871e+02 1.7871e-04 1.1436e-06 2.0178e+07 0.39443
8.1444e+02 1.7745e-04 1.1197e-06 2.0321e+07 0.39445
8.2016e+02 1.7621e-04 1.0964e-06 2.0464e+07 0.39446
8.2589e+02 1.7499e-04 1.0737e-06 2.0607e+07 0.39447
8.3162e+02 1.7378e-04 1.0517e-06 2.0750e+07 0.39448
8.3735e+02 1.7260e-04 1.0303e-06 2.0893e+07 0.39449
8.4307e+02 1.7142e-04 1.0094e-06 2.1036e+07 0.39450
8.4880e+02 1.7027e-04 9.8913e-07 2.1179e+07 0.39451
8.5453e+02 1.6913e-04 9.6937e-07 2.1322e+07 0.39452
8.6026e+02 1.6800e-04 9.5014e-07 2.1465e+07 0.39453
8.6598e+02 1.6689e-04 9.3141e-07 2.1607e+07 0.39454
8.7171e+02 1.6579e-04 9.1317e-07 2.1750e+07 0.39455
8.7744e+02 1.6471e-04 8.9541e-07 2.1893e+07 0.39456
8.8317e+02 1.6364e-04 8.7810e-07 2.2036e+07 0.39458
8.8971e+02 1.6244e-04 8.5887e-07 2.2199e+07 0.39459
8.9625e+02 1.6125e-04 8.4021e-07 2.2363e+07 0.39460
9.0279e+02 1.6009e-04 8.2208e-07 2.2526e+07 0.39461
9.0933e+02 1.5893e-04 8.0446e-07 2.2689e+07 0.39462
9.1587e+02 1.5780e-04 7.8735e-07 2.2852e+07 0.39463
9.2241e+02 1.5668e-04 7.7072e-07 2.3015e+07 0.39465
9.2895e+02 1.5558e-04 7.5456e-07 2.3179e+07 0.39466
9.3549e+02 1.5449e-04 7.3884e-07 2.3342e+07 0.39467
9.4203e+02 1.5342e-04 7.2356e-07 2.3505e+07 0.39468
9.4857e+02 1.5236e-04 7.0869e-07 2.3668e+07 0.39469
9.5512e+02 1.5131e-04 6.9423e-07 2.3831e+07 0.39470
9.6166e+02 1.5029e-04 6.8016e-07 2.3995e+07 0.39471
9.6820e+02 1.4927e-04 6.6647e-07 2.4158e+07 0.39472
9.7615e+02 1.4805e-04 6.5032e-07 2.4356e+07 0.39473
9.8457e+02 1.4679e-04 6.3377e-07 2.4566e+07 0.39475
9.9300e+02 1.4554e-04 6.1777e-07 2.4777e+07 0.39476
1.0014e+03 1.4432e-04 6.0231e-07 2.4987e+07 0.39477
1.0098e+03 1.4311e-04 5.8736e-07 2.5197e+07 0.39479
1.0183e+03 1.4193e-04 5.7290e-07 2.5407e+07 0.39480
1.0267e+03 1.4076e-04 5.5891e-07 2.5617e+07 0.39482
1.0351e+03 1.3962e-04 5.4538e-07 2.5828e+07 0.39483
1.0436e+03 1.3849e-04 5.3227e-07 2.6038e+07 0.39484
1.0520e+03 1.3738e-04 5.1958e-07 2.6248e+07 0.39485
1.0604e+03 1.3629e-04 5.0730e-07 2.6458e+07 0.39487
1.0688e+03 1.3522e-04 4.9540e-07 2.6669e+07 0.39488
1.0773e+03 1.3416e-04 4.8386e-07 2.6879e+07 0.39489
1.0857e+03 1.3312e-04 4.7268e-07 2.7089e+07 0.39490
1.0941e+03 1.3209e-04 4.6185e-07 2.7299e+07 0.39492
1.1025e+03 1.3108e-04 4.5134e-07 2.7509e+07 0.39493
1.1110e+03 1.3009e-04 4.4115e-07 2.7720e+07 0.39494
1.1194e+03 1.2911e-04 4.3126e-07 2.7930e+07 0.39495
1.1278e+03 1.2815e-04 4.2167e-07 2.8140e+07 0.39496
1.1362e+03 1.2720e-04 4.1236e-07 2.8350e+07 0.39498
1.1447e+03 1.2626e-04 4.0332e-07 2.8561e+07 0.39499
1.1531e+03 1.2534e-04 3.9454e-07 2.8771e+07 0.39500
1.1615e+03 1.2443e-04 3.8602e-07 2.8981e+07 0.39501
1.1699e+03 1.2353e-04 3.7774e-07 2.9191e+07 0.39502
1.1784e+03 1.2265e-04 3.6969e-07 2.9402e+07 0.39504
1.1868e+03 1.2178e-04 3.6188e-07 2.9612e+07 0.39505
1.1952e+03 1.2092e-04 3.5428e-07 2.9822e+07 0.39506
1.2036e+03 1.2007e-04 3.4689e-07 3.0032e+07 0.39507
1.2121e+03 1.1924e-04 3.3970e-07 3.0242e+07 0.39508
1.2205e+03 1.1841e-04 3.3272e-07 3.0453e+07 0.39509
1.2289e+03 1.1760e-04 3.2592e-07 3.0663e+07 0.39510
1.2373e+03 1.1680e-04 3.1931e-07 3.0873e+07 0.39511
1.2458e+03 1.1601e-04 3.1287e-07 3.1083e+07 0.39512
1.2542e+03 1.1523e-04 3.0661e-07 3.1294e+07 0.39514
1.2626e+03 1.1446e-04 3.0051e-07 3.1504e+07 0.39515
1.2710e+03 1.1370e-04 2.9457e-07 3.1714e+07 0.39516
1.2795e+03 1.1296e-04 2.8879e-07 3.1924e+07 0.39517
1.2879e+03 1.1222e-04 2.8316e-07 3.2135e+07 0.39518
1.2963e+03 1.1149e-04 2.7768e-07 3.2345e+07 0.39519
1.3048e+03 1.1077e-04 2.7233e-07 3.2555e+07 0.39520
1.3132e+03 1.1006e-04 2.6712e-07 3.2765e+07 0.39521
1.3216e+03 1.0935e-04 2.6205e-07 3.2976e+07 0.39522
1.3300e+03 1.0866e-04 2.5710e-07 3.3186e+07 0.39523
1.3385e+03 1.0798e-04 2.5227e-07 3.3396e+07 0.39524
1.3469e+03 1.0730e-04 2.4757e-07 3.3606e+07 0.39525
1.3553e+03 1.0664e-04 2.4298e-07 3.3817e+07 0.39526
1.3637e+03 1.0598e-04 2.3850e-07 3.4027e+07 0.39527
1.3722e+03 1.0533e-04 2.3413e-07 3.4237e+07 0.39528
1.3824e+03 1.0455e-04 2.2898e-07 3.4492e+07 0.39529
1.3926e+03 1.0378e-04 2.2398e-07 3.4747e+07 0.39531
1.4028e+03 1.0302e-04 2.1912e-07 3.5002e+07 0.39532
1.4130e+03 1.0228e-04 2.1440e-07 3.5257e+07 0.39533
1.4232e+03 1.0155e-04 2.0982e-07 3.5512e+07 0.39534
1.4335e+03 1.0082e-04 2.0536e-07 3.5767e+07 0.39535
1.4437e+03 1.0011e-04 2.0103e-07 3.6022e+07 0.39537
1.4539e+03 9.9404e-05 1.9682e-07 3.6277e+07 0.39538
1.4641e+03 9.8710e-05 1.9273e-07 3.6532e+07 0.39539
1.4743e+03 9.8026e-05 1.8875e-07 3.6787e+07 0.39540
1.4846e+03 9.7351e-05 1.8488e-07 3.7042e+07 0.39541
1.4948e+03 9.6685e-05 1.8111e-07 3.7297e+07 0.39542
1.5050e+03 9.6028e-05 1.7744e-07 3.7552e+07 0.39543
1.5152e+03 9.5381e-05 1.7388e-07 3.7807e+07 0.39544
1.5255e+03 9.4741e-05 1.7040e-07 3.8062e+07 0.39546
1.5357e+03 9.4110e-05 1.6702e-07 3.8317e+07 0.39547
1.5459e+03 9.3488e-05 1.6373e-07 3.8572e+07 0.39548
1.5561e+03 9.2873e-05 1.6052e-07 3.8827e+07 0.39549
1.5664e+03 9.2267e-05 1.5740e-07 3.9083e+07 0.39550
1.5766e+03 9.1668e-05 1.5435e-07 3.9338e+07 0.39551
1.5868e+03 9.1077e-05 1.5139e-07 3.9593e+07 0.39552
1.5971e+03 9.0494e-05 1.4850e-07 3.9848e+07 0.39553
1.6073e+03 8.9918e-05 1.4568e-07 4.0104e+07 0.39554
1.6175e+03 8.9349e-05 1.4293e-07 4.0359e+07 0.39555
1.6278e+03 8.8787e-05 1.4025e-07 4.0614e+07 0.39556
1.6417e+03 8.8032e-05 1.3671e-07 4.0963e+07 0.39558
1.6557e+03 8.7290e-05 1.3328e-07 4.1311e+07 0.39559
1.6696e+03 8.6560e-05 1.2996e-07 4.1659e+07 0.39561
1.6836e+03 8.5843e-05 1.2676e-07 4.2008e+07 0.39562
1.6976e+03 8.5137e-05 1.2366e-07 4.2356e+07 0.39564
1.7115e+03 8.4443e-05 1.2065e-07 4.2704e+07 0.39565
1.7255e+03 8.3759e-05 1.1775e-07 4.3052e+07 0.39566
1.7394e+03 8.3087e-05 1.1494e-07 4.3401e+07 0.39568
1.7534e+03 8.2426e-05 1.1221e-07 4.3749e+07 0.39569
1.7673e+03 8.1775e-05 1.0958e-07 4.4097e+07 0.39570
1.7813e+03 8.1134e-05 1.0702e-07 4.4445e+07 0.39572
1.7953e+03 8.0503e-05 1.0454e-07 4.4794e+07 0.39573
1.8092e+03 7.9882e-05 1.0214e-07 4.5142e+07 0.39575
1.8232e+03 7.9271e-05 9.9815e-08 4.5490e+07 0.39576
1.8371e+03 7.8668e-05 9.7557e-08 4.5839e+07 0.39577
1.8511e+03 7.8075e-05 9.5367e-08 4.6187e+07 0.39578
1.8682e+03 7.7360e-05 9.2772e-08 4.6614e+07 0.39580
1.8865e+03 7.6611e-05 9.0103e-08 4.7069e+07 0.39582
1.9047e+03 7.5877e-05 8.7536e-08 4.7525e+07 0.39583
1.9230e+03 7.5156e-05 8.5065e-08 4.7981e+07 0.39585
1.9413e+03 7.4449e-05 8.2687e-08 4.8436e+07 0.39587
1.9595e+03 7.3755e-05 8.0396e-08 4.8892e+07 0.39588
1.9778e+03 7.3074e-05 7.8189e-08 4.9348e+07 0.39590
1.9961e+03 7.2405e-05 7.6063e-08 4.9804e+07 0.39592
2.0143e+03 7.1749e-05 7.4012e-08 5.0259e+07 0.39593
2.0326e+03 7.1104e-05 7.2035e-08 5.0715e+07 0.39595
2.0508e+03 7.0471e-05 7.0127e-08 5.1171e+07 0.39596
2.0691e+03 6.9849e-05 6.8287e-08 5.1626e+07 0.39598
2.0874e+03 6.9238e-05 6.6510e-08 5.2082e+07 0.39599
2.1056e+03 6.8637e-05 6.4794e-08 5.2538e+07 0.39601
2.1239e+03 6.8047e-05 6.3137e-08 5.2994e+07 0.39603
2.1422e+03 6.7467e-05 6.1536e-08 5.3449e+07 0.39604
2.1604e+03 6.6896e-05 5.9988e-08 5.3905e+07 0.39606
2.1792e+03 6.6319e-05 5.8450e-08 5.4374e+07 0.39607
2.1980e+03 6.5753e-05 5.6965e-08 5.4842e+07 0.39609
2.2168e+03 6.5197e-05 5.5531e-08 5.5310e+07 0.39610
2.2355e+03 6.4650e-05 5.4146e-08 5.5778e+07 0.39612
2.2542e+03 6.4113e-05 5.2807e-08 5.6245e+07 0.39613
2.2730e+03 6.3585e-05 5.1513e-08 5.6712e+07 0.39615
2.2917e+03 6.3066e-05 5.0262e-08 5.7179e+07 0.39616
2.3104e+03 6.2555e-05 4.9052e-08 5.7646e+07 0.39618
2.3290e+03 6.2054e-05 4.7881e-08 5.8112e+07 0.39619
2.3477e+03 6.1560e-05 4.6747e-08 5.8578e+07 0.39621
2.3670e+03 6.1058e-05 4.5613e-08 5.9059e+07 0.39622
2.3863e+03 6.0564e-05 4.4515e-08 5.9541e+07 0.39624
2.4056e+03 6.0078e-05 4.3452e-08 6.0023e+07 0.39625
2.4249e+03 5.9600e-05 4.2422e-08 6.0504e+07 0.39626
2.4442e+03 5.9129e-05 4.1425e-08 6.0986e+07 0.39628
2.4635e+03 5.8666e-05 4.0459e-08 6.1467e+07 0.39629
2.4828e+03 5.8210e-05 3.9523e-08 6.1949e+07 0.39631
2.5021e+03 5.7761e-05 3.8615e-08 6.2431e+07 0.39632
2.5214e+03 5.7318e-05 3.7735e-08 6.2912e+07 0.39634
2.5407e+03 5.6883e-05 3.6881e-08 6.3394e+07 0.39635
2.5600e+03 5.6454e-05 3.6053e-08 6.3876e+07 0.39637
2.5794e+03 5.6031e-05 3.5250e-08 6.4357e+07 0.39638
2.5987e+03 5.5615e-05 3.4470e-08 6.4839e+07 0.39639
2.6180e+03 5.5205e-05 3.3713e-08 6.5321e+07 0.39641
2.6373e+03 5.4801e-05 3.2978e-08 6.5802e+07 0.39642
2.6566e+03 5.4403e-05 3.2264e-08 6.6284e+07 0.39643
2.6759e+03 5.4010e-05 3.1571e-08 6.6766e+07 0.39645
2.6952e+03 5.3623e-05 3.0898e-08 6.7247e+07 0.39646
2.7145e+03 5.3242e-05 3.0243e-08 6.7729e+07 0.39647
2.7338e+03 5.2866e-05 2.9607e-08 6.8211e+07 0.39649
2.7531e+03 5.2495e-05 2.8988e-08 6.8692e+07 0.39650
2.7724e+03 5.2130e-05 2.8387e-08 6.9174e+07 0.39651
2.7917e+03 5.1769e-05 2.7802e-08 6.9656e+07 0.39653
2.8110e+03 5.1414e-05 2.7233e-08 7.0138e+07 0.39654
2.8303e+03 5.1063e-05 2.6680e-08 7.0619e+07 0.39655
2.8496e+03 5.0717e-05 2.6141e-08 7.1101e+07 0.39656
2.8689e+03 5.0376e-05 2.5617e-08 7.1583e+07 0.39658
2.8882e+03 5.0039e-05 2.5107e-08 7.2065e+07 0.39659
2.9076e+03 4.9707e-05 2.4610e-08 7.2546e+07 0.39660
2.9269e+03 4.9379e-05 2.4126e-08 7.3028e+07 0.39661
2.9462e+03 4.9055e-05 2.3655e-08 7.3510e+07 0.39663
2.9655e+03 4.8736e-05 2.3196e-08 7.3992e+07 0.39664
2.9848e+03 4.8420e-05 2.2748e-08 7.4473e+07 0.39665
3.0041e+03 4.8109e-05 2.2312e-08 7.4955e+07 0.39666
3.0234e+03 4.7802e-05 2.1888e-08 7.5437e+07 0.39668
3.0427e+03 4.7499e-05 2.1473e-08 7.5919e+07 0.39669
3.0620e+03 4.7199e-05 2.1070e-08 7.6401e+07 0.39670
3.0814e+03 4.6903e-05 2.0676e-08 7.6883e+07 0.39671
3.1007e+03 4.6611e-05 2.0292e-08 7.7365e+07 0.39672
3.1200e+03 4.6322e-05 1.9917e-08 7.7847e+07 0.39674
3.1393e+03 4.6037e-05 1.9552e-08 7.8329e+07 0.39675
3.1586e+03 4.5756e-05 1.9195e-08 7.8811e+07 0.39676
3.1779e+03 4.5478e-05 1.8848e-08 7.9293e+07 0.39677
3.1973e+03 4.5203e-05 1.8508e-08 7.9775e+07 0.39678
3.2166e+03 4.4931e-05 1.8176e-08 8.0257e+07 0.39679
3.2408e+03 4.4595e-05 1.7772e-08 8.0862e+07 0.39681
3.2651e+03 4.4264e-05 1.7379e-08 8.1466e+07 0.39682
3.2893e+03 4.3938e-05 1.6997e-08 8.2071e+07 0.39683
3.3135e+03 4.3617e-05 1.6627e-08 8.2676e+07 0.39685
3.3378e+03 4.3300e-05 1.6267e-08 8.3281e+07 0.39686
3.3620e+03 4.2988e-05 1.5918e-08 8.3886e+07 0.39688
3.3863e+03 4.2680e-05 1.5579e-08 8.4490e+07 0.39689
3.4179e+03 4.2284e-05 1.5149e-08 8.5281e+07 0.39691
3.4496e+03 4.1896e-05 1.4736e-08 8.6071e+07 0.39692
3.4813e+03 4.1515e-05 1.4337e-08 8.6862e+07 0.39694
3.5130e+03 4.1140e-05 1.3953e-08 8.7652e+07 0.39696
3.5447e+03 4.0773e-05 1.3582e-08 8.8443e+07 0.39698
3.5764e+03 4.0411e-05 1.3224e-08 8.9233e+07 0.39699
3.6080e+03 4.0057e-05 1.2879e-08 9.0024e+07 0.39701
3.6397e+03 3.9708e-05 1.2546e-08 9.0814e+07 0.39703
3.6714e+03 3.9365e-05 1.2224e-08 9.1605e+07 0.39704
3.7031e+03 3.9028e-05 1.1912e-08 9.2395e+07 0.39706
3.7348e+03 3.8697e-05 1.1612e-08 9.3186e+07 0.39708
3.7664e+03 3.8372e-05 1.1321e-08 9.3976e+07 0.39709
3.7981e+03 3.8052e-05 1.1040e-08 9.4767e+07 0.39711
3.8328e+03 3.7708e-05 1.0744e-08 9.5631e+07 0.39713
3.8674e+03 3.7370e-05 1.0458e-08 9.6495e+07 0.39714
3.9020e+03 3.7039e-05 1.0182e-08 9.7359e+07 0.39716
3.9375e+03 3.6705e-05 9.9090e-09 9.8244e+07 0.39718
3.9730e+03 3.6377e-05 9.6459e-09 9.9130e+07 0.39719
4.0085e+03 3.6055e-05 9.3919e-09 1.0002e+08 0.39721
4.0440e+03 3.5738e-05 9.1468e-09 1.0090e+08 0.39723
4.0795e+03 3.5428e-05 8.9101e-09 1.0179e+08 0.39724
4.1149e+03 3.5122e-05 8.6816e-09 1.0267e+08 0.39726
4.1504e+03 3.4822e-05 8.4608e-09 1.0356e+08 0.39727
4.1859e+03 3.4526e-05 8.2474e-09 1.0444e+08 0.39729
4.2214e+03 3.4236e-05 8.0411e-09 1.0533e+08 0.39731
4.2569e+03 3.3951e-05 7.8417e-09 1.0621e+08 0.39732
4.2924e+03 3.3670e-05 7.6488e-09 1.0710e+08 0.39734
4.3279e+03 3.3394e-05 7.4621e-09 1.0798e+08 0.39735
4.3634e+03 3.3122e-05 7.2815e-09 1.0887e+08 0.39737
4.3989e+03 3.2855e-05 7.1067e-09 1.0976e+08 0.39738
4.4344e+03 3.2592e-05 6.9374e-09 1.1064e+08 0.39740
4.4699e+03 3.2333e-05 6.7735e-09 1.1153e+08 0.39741
4.5053e+03 3.2079e-05 6.6147e-09 1.1241e+08 0.39743
4.5408e+03 3.1828e-05 6.4608e-09 1.1330e+08 0.39744
4.5763e+03 3.1581e-05 6.3117e-09 1.1418e+08 0.39746
4.6118e+03 3.1338e-05 6.1671e-09 1.1507e+08 0.39747
4.6473e+03 3.1099e-05 6.0268e-09 1.1595e+08 0.39748
4.6828e+03 3.0863e-05 5.8909e-09 1.1684e+08 0.39750
4.7183e+03 3.0631e-05 5.7589e-09 1.1773e+08 0.39751
4.7538e+03 3.0402e-05 5.6309e-09 1.1861e+08 0.39753
4.7893e+03 3.0177e-05 5.5066e-09 1.1950e+08 0.39754
