# time[s], T9[GK], density[g/cm^3], R[km], Ye, Le, Lebar, Tnu, Tnubar

3.7590e-03 9.0857e+00 2.2528e+07 2.7212e+02 0.35106 3.8982E+52  5.0956E+52 3.6060E+00  5.0279E+00
4.1350e-03 8.9944e+00 2.1559e+07 2.7541e+02 0.35140 3.9024E+52  5.1014E+52 3.6057E+00  5.0278E+00
4.5100e-03 8.9104e+00 2.0646e+07 2.7876e+02 0.35175 3.8841E+52  5.0778E+52 3.6057E+00  5.0281E+00
4.8860e-03 8.8337e+00 1.9796e+07 2.8218e+02 0.35207 3.9082E+52  5.1104E+52 3.6062E+00  5.0295E+00
5.2620e-03 8.7501e+00 1.9120e+07 2.8567e+02 0.35239 3.8829E+52  5.0652E+52 3.6078E+00  5.0306E+00
5.6380e-03 8.6680e+00 1.8577e+07 2.8920e+02 0.35269 3.8933E+52  5.0787E+52 3.6076E+00  5.0307E+00
6.0140e-03 8.5900e+00 1.8064e+07 2.9279e+02 0.35298 3.8825E+52  5.0640E+52 3.6077E+00  5.0310E+00
6.3900e-03 8.5119e+00 1.7544e+07 2.9642e+02 0.35327 3.8882E+52  5.0699E+52 3.6088E+00  5.0322E+00
6.7660e-03 8.4333e+00 1.7001e+07 3.0010e+02 0.35355 3.9013E+52  5.0875E+52 3.6087E+00  5.0321E+00
7.1420e-03 8.3504e+00 1.6429e+07 3.0383e+02 0.35381 3.8796E+52  5.0593E+52 3.6080E+00  5.0327E+00
7.5180e-03 8.2642e+00 1.5824e+07 3.0763e+02 0.35407 3.8740E+52  5.0508E+52 3.6075E+00  5.0327E+00
7.8940e-03 8.1766e+00 1.5186e+07 3.1148e+02 0.35432 3.8692E+52  5.0444E+52 3.6070E+00  5.0326E+00
8.2700e-03 8.0845e+00 1.4518e+07 3.1540e+02 0.35457 3.8790E+52  5.0620E+52 3.6067E+00  5.0329E+00
8.6460e-03 7.9941e+00 1.3850e+07 3.1940e+02 0.35481 3.8789E+52  5.0613E+52 3.6063E+00  5.0331E+00
9.0220e-03 7.9021e+00 1.3241e+07 3.2347e+02 0.35504 3.8683E+52  5.0446E+52 3.6071E+00  5.0340E+00
9.3990e-03 7.8133e+00 1.2669e+07 3.2761e+02 0.35526 3.8721E+52  5.0488E+52 3.6072E+00  5.0345E+00
9.7750e-03 7.7231e+00 1.2135e+07 3.3181e+02 0.35548 3.8768E+52  5.0542E+52 3.6072E+00  5.0347E+00
1.0151e-02 7.6364e+00 1.1630e+07 3.3609e+02 0.35570 3.8620E+52  5.0355E+52 3.6069E+00  5.0343E+00
1.0527e-02 7.5503e+00 1.1164e+07 3.4043e+02 0.35590 3.8685E+52  5.0455E+52 3.6063E+00  5.0336E+00
1.0903e-02 7.4685e+00 1.0729e+07 3.4484e+02 0.35611 3.8597E+52  5.0336E+52 3.6055E+00  5.0327E+00
1.1279e-02 7.3884e+00 1.0321e+07 3.4931e+02 0.35631 3.8517E+52  5.0239E+52 3.6052E+00  5.0329E+00
1.1654e-02 7.3125e+00 9.9375e+06 3.5383e+02 0.35651 3.8495E+52  5.0212E+52 3.6047E+00  5.0324E+00
1.2030e-02 7.2487e+00 9.5762e+06 3.5842e+02 0.35669 3.8442E+52  5.0150E+52 3.6043E+00  5.0322E+00
1.2406e-02 7.1873e+00 9.2279e+06 3.6307e+02 0.35687 3.8583E+52  5.0340E+52 3.6038E+00  5.0319E+00
1.2782e-02 7.1291e+00 8.8884e+06 3.6777e+02 0.35703 3.8404E+52  5.0082E+52 3.6041E+00  5.0300E+00
1.3158e-02 7.0726e+00 8.5573e+06 3.7253e+02 0.35717 3.8572E+52  5.0321E+52 3.6037E+00  5.0297E+00
1.3534e-02 7.0182e+00 8.2354e+06 3.7736e+02 0.35731 3.8446E+52  5.0173E+52 3.6033E+00  5.0294E+00
1.3910e-02 6.9656e+00 7.9225e+06 3.8224e+02 0.35743 3.8472E+52  5.0223E+52 3.6032E+00  5.0295E+00
1.4285e-02 6.9138e+00 7.6191e+06 3.8719e+02 0.35755 3.8508E+52  5.0283E+52 3.6025E+00  5.0288E+00
1.4661e-02 6.8635e+00 7.3241e+06 3.9220e+02 0.35765 3.8446E+52  5.0198E+52 3.6026E+00  5.0292E+00
1.5037e-02 6.8118e+00 7.0370e+06 3.9727e+02 0.35775 3.8378E+52  5.0114E+52 3.6020E+00  5.0288E+00
1.5413e-02 6.7607e+00 6.7542e+06 4.0241e+02 0.35784 3.8456E+52  5.0226E+52 3.6013E+00  5.0282E+00
1.5789e-02 6.7076e+00 6.4745e+06 4.0761e+02 0.35793 3.8540E+52  5.0350E+52 3.6004E+00  5.0273E+00
1.6164e-02 6.6486e+00 6.2309e+06 4.1290e+02 0.35802 3.8641E+52  5.0501E+52 3.5996E+00  5.0266E+00
1.6540e-02 6.5895e+00 6.0461e+06 4.1826e+02 0.35811 3.8582E+52  5.0441E+52 3.5991E+00  5.0251E+00
1.6916e-02 6.5339e+00 5.8747e+06 4.2369e+02 0.35819 3.8562E+52  5.0424E+52 3.5978E+00  5.0234E+00
1.7291e-02 6.4802e+00 5.7027e+06 4.2917e+02 0.35827 3.8573E+52  5.0442E+52 3.5973E+00  5.0227E+00
1.7667e-02 6.4269e+00 5.5267e+06 4.3472e+02 0.35834 3.8572E+52  5.0451E+52 3.5961E+00  5.0207E+00
1.8043e-02 6.3720e+00 5.3490e+06 4.4034e+02 0.35841 3.8724E+52  5.0657E+52 3.5950E+00  5.0192E+00
1.8418e-02 6.3180e+00 5.1665e+06 4.4602e+02 0.35847 3.8595E+52  5.0429E+52 3.5940E+00  5.0156E+00
1.8794e-02 6.2628e+00 4.9773e+06 4.5176e+02 0.35853 3.8502E+52  5.0312E+52 3.5931E+00  5.0147E+00
1.9170e-02 6.2060e+00 4.7814e+06 4.5758e+02 0.35859 3.8668E+52  5.0530E+52 3.5922E+00  5.0138E+00
1.9545e-02 6.1474e+00 4.5710e+06 4.6349e+02 0.35864 3.8696E+52  5.0563E+52 3.5917E+00  5.0131E+00
1.9921e-02 6.0831e+00 4.3510e+06 4.6949e+02 0.35869 3.8640E+52  5.0490E+52 3.5914E+00  5.0128E+00
2.0297e-02 6.0118e+00 4.1992e+06 4.7560e+02 0.35874 3.8546E+52  5.0353E+52 3.5915E+00  5.0141E+00
2.0672e-02 5.9533e+00 4.0777e+06 4.8179e+02 0.35879 3.8584E+52  5.0415E+52 3.5913E+00  5.0138E+00
2.1048e-02 5.8996e+00 3.9617e+06 4.8804e+02 0.35883 3.8407E+52  5.0199E+52 3.5908E+00  5.0133E+00
2.1423e-02 5.8475e+00 3.8453e+06 4.9436e+02 0.35887 3.8453E+52  5.0279E+52 3.5903E+00  5.0129E+00
2.1799e-02 5.7948e+00 3.7306e+06 5.0074e+02 0.35891 3.8444E+52  5.0274E+52 3.5899E+00  5.0125E+00
2.2174e-02 5.7436e+00 3.6154e+06 5.0718e+02 0.35896 3.8338E+52  5.0202E+52 3.5895E+00  5.0119E+00
2.2550e-02 5.6925e+00 3.4962e+06 5.1369e+02 0.35899 3.8210E+52  5.0044E+52 3.5890E+00  5.0115E+00
2.2925e-02 5.6391e+00 3.3744e+06 5.2027e+02 0.35902 3.8294E+52  5.0165E+52 3.5886E+00  5.0111E+00
2.3301e-02 5.5854e+00 3.2465e+06 5.2692e+02 0.35906 3.8190E+52  5.0041E+52 3.5881E+00  5.0106E+00
2.3676e-02 5.5257e+00 3.1236e+06 5.3366e+02 0.35909 3.8238E+52  5.0116E+52 3.5877E+00  5.0103E+00
2.4052e-02 5.4734e+00 3.0347e+06 5.4049e+02 0.35912 3.8078E+52  4.9862E+52 3.5871E+00  5.0091E+00
2.4427e-02 5.4265e+00 2.9523e+06 5.4737e+02 0.35915 3.8009E+52  4.9787E+52 3.5867E+00  5.0088E+00
2.4803e-02 5.3802e+00 2.8712e+06 5.5431e+02 0.35918 3.8082E+52  4.9891E+52 3.5864E+00  5.0086E+00
2.5178e-02 5.3347e+00 2.7918e+06 5.6130e+02 0.35920 3.8090E+52  4.9920E+52 3.5859E+00  5.0086E+00
2.5554e-02 5.2898e+00 2.7111e+06 5.6835e+02 0.35923 3.8048E+52  4.9875E+52 3.5856E+00  5.0083E+00
2.5929e-02 5.2442e+00 2.6282e+06 5.7545e+02 0.35924 3.7868E+52  4.9628E+52 3.5859E+00  5.0062E+00
2.6305e-02 5.1981e+00 2.5455e+06 5.8261e+02 0.35927 3.7842E+52  4.9602E+52 3.5855E+00  5.0059E+00
2.6680e-02 5.1515e+00 2.4589e+06 5.8983e+02 0.35929 3.7829E+52  4.9591E+52 3.5853E+00  5.0057E+00
2.7056e-02 5.1011e+00 2.3656e+06 5.9712e+02 0.35931 3.7823E+52  4.9588E+52 3.5850E+00  5.0055E+00
2.7431e-02 5.0440e+00 2.2714e+06 6.0450e+02 0.35933 3.7883E+52  4.9671E+52 3.5847E+00  5.0054E+00
2.7807e-02 4.9928e+00 2.2032e+06 6.1196e+02 0.35935 3.7750E+52  4.9512E+52 3.5853E+00  5.0064E+00
2.8182e-02 4.9490e+00 2.1465e+06 6.1948e+02 0.35937 3.7656E+52  4.9392E+52 3.5850E+00  5.0063E+00
2.8558e-02 4.9089e+00 2.0925e+06 6.2705e+02 0.35938 3.7685E+52  4.9429E+52 3.5847E+00  5.0063E+00
2.8933e-02 4.8696e+00 2.0378e+06 6.3466e+02 0.35940 3.7606E+52  4.9328E+52 3.5844E+00  5.0063E+00
2.9309e-02 4.8297e+00 1.9825e+06 6.4232e+02 0.35941 3.7644E+52  4.9380E+52 3.5842E+00  5.0063E+00
2.9685e-02 4.7907e+00 1.9280e+06 6.5003e+02 0.35943 3.7549E+52  4.9222E+52 3.5843E+00  5.0060E+00
3.0060e-02 4.7518e+00 1.8716e+06 6.5778e+02 0.35944 3.7490E+52  4.9146E+52 3.5840E+00  5.0060E+00
3.0436e-02 4.7109e+00 1.8118e+06 6.6558e+02 0.35945 3.7545E+52  4.9216E+52 3.5838E+00  5.0060E+00
3.0811e-02 4.6677e+00 1.7486e+06 6.7344e+02 0.35946 3.7497E+52  4.9155E+52 3.5836E+00  5.0060E+00
3.1187e-02 4.6187e+00 1.6738e+06 6.8138e+02 0.35947 3.7459E+52  4.9108E+52 3.5834E+00  5.0059E+00
3.1563e-02 4.5585e+00 1.6138e+06 6.8941e+02 0.35948 3.7300E+52  4.8895E+52 3.5835E+00  5.0063E+00
3.1938e-02 4.5153e+00 1.5686e+06 6.9751e+02 0.35949 3.7382E+52  4.9004E+52 3.5834E+00  5.0063E+00
3.2314e-02 4.4773e+00 1.5276e+06 7.0566e+02 0.35950 3.7368E+52  4.8987E+52 3.5832E+00  5.0062E+00
3.2690e-02 4.4404e+00 1.4891e+06 7.1386e+02 0.35950 3.7319E+52  4.8925E+52 3.5830E+00  5.0061E+00
3.3065e-02 4.4061e+00 1.4521e+06 7.2209e+02 0.35951 3.7316E+52  4.8921E+52 3.5829E+00  5.0060E+00
3.3441e-02 4.3725e+00 1.4148e+06 7.3036e+02 0.35952 3.7166E+52  4.8741E+52 3.5828E+00  5.0065E+00
3.3816e-02 4.3381e+00 1.3764e+06 7.3866e+02 0.35952 3.7168E+52  4.8745E+52 3.5827E+00  5.0065E+00
3.4192e-02 4.3040e+00 1.3384e+06 7.4701e+02 0.35953 3.7175E+52  4.8757E+52 3.5825E+00  5.0065E+00
3.4568e-02 4.2697e+00 1.2989e+06 7.5540e+02 0.35954 3.7148E+52  4.8723E+52 3.5824E+00  5.0064E+00
3.4940e-02 4.2303e+00 1.2530e+06 7.6384e+02 0.35954 3.7164E+52  4.8742E+52 3.5823E+00  5.0065E+00
3.5320e-02 4.1771e+00 1.2029e+06 7.7236e+02 0.35955 3.6965E+52  4.8411E+52 3.5823E+00  5.0065E+00
3.5700e-02 4.1313e+00 1.1631e+06 7.8096e+02 0.35955 3.6964E+52  4.8415E+52 3.5821E+00  5.0067E+00
3.6070e-02 4.0921e+00 1.1297e+06 7.8961e+02 0.35956 3.6999E+52  4.8458E+52 3.5820E+00  5.0068E+00
3.6450e-02 4.0590e+00 1.1007e+06 7.9832e+02 0.35956 3.6952E+52  4.8391E+52 3.5819E+00  5.0068E+00
3.6820e-02 4.0291e+00 1.0736e+06 8.0706e+02 0.35956 3.6960E+52  4.8402E+52 3.5817E+00  5.0067E+00
3.7200e-02 3.9996e+00 1.0468e+06 8.1583e+02 0.35957 3.6767E+52  4.8166E+52 3.5823E+00  5.0073E+00
3.7570e-02 3.9711e+00 1.0214e+06 8.2464e+02 0.35957 3.6782E+52  4.8187E+52 3.5822E+00  5.0072E+00
3.7950e-02 3.9446e+00 9.9682e+05 8.3347e+02 0.35957 3.6745E+52  4.8140E+52 3.5821E+00  5.0073E+00
3.8330e-02 3.9186e+00 9.7215e+05 8.4234e+02 0.35958 3.6766E+52  4.8166E+52 3.5821E+00  5.0072E+00
